gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
B4GALNT2	-2.1890	253.8325	1075.9661	6.84e-17	1.96e-15	down	yes
HEPACAM2	-2.1817	341.1878	1014.1808	2.42e-08	1.67e-07	down	yes
PRR33	-2.1808	19.9797	87.0000	1.30e-05	5.38e-05	down	yes
ABCG2	-2.1758	353.8071	1425.0339	1.51e-20	8.21e-19	down	yes
GIMAP1-GIMAP5	-2.1738	237.9898	188.5311	6.02e-05	2.17e-04	down	yes
UGT1A1	-2.1654	161.7056	2721.5989	9.19e-17	2.56e-15	down	yes
IER3	-2.1617	671.0508	115.9774	4.52e-04	1.35e-03	down	yes
DES	-2.1531	6080.0305	7727.6723	3.34e-09	2.65e-08	down	yes
IGFBP3	-2.1530	1565.8579	11091.2373	1.26e-15	2.96e-14	down	yes
BEST2	-2.1506	165.4924	369.5932	4.83e-11	5.29e-10	down	yes
TNF	-2.1494	1.3553	5.8305	3.65e-12	4.89e-11	down	yes
TNFSF10	-2.1493	966.2538	1963.3503	1.04e-19	4.91e-18	down	yes
SQOR	-2.1362	1759.2995	4751.6780	1.52e-32	5.65e-30	down	yes
STMN2	-2.1304	110.6294	231.1017	1.55e-07	9.21e-07	down	yes
TMC4	-2.1285	202.1269	700.4520	7.98e-13	1.20e-11	down	yes
KCNE2	-2.1283	11.7107	10.9548	1.17e-11	1.43e-10	down	yes
PNLIPRP2	-2.1247	51.1624	95.3220	1.80e-10	1.77e-09	down	yes
FABP1	-2.1171	11672.9949	41063.0734	1.13e-07	6.92e-07	down	yes
CCL19	-2.0828	197.1472	207.5537	8.81e-06	3.75e-05	down	yes
C14ORF180	-2.0805	5.8376	5.3390	4.21e-04	1.27e-03	down	yes
CCR9	-2.0700	38.3807	59.5932	2.67e-15	5.96e-14	down	yes
UGT1A8	-2.0698	120.0254	614.4746	1.86e-08	1.30e-07	down	yes
CFC1	-2.0592	15.1675	9.7006	1.31e-03	3.54e-03	down	yes
DUOXA2	-2.0413	403.3807	2052.3333	1.18e-07	7.17e-07	down	yes
UGT1A6	-2.0379	276.1269	2946.0056	2.05e-09	1.68e-08	down	yes
PCK1	-2.0351	1281.9949	4860.0056	2.56e-10	2.46e-09	down	yes
BMP3	-2.0296	127.7310	353.1695	6.19e-10	5.57e-09	down	yes
GIMAP4	-2.0208	517.5635	601.5763	3.88e-06	1.77e-05	down	yes
HMGCS2	-2.0202	2688.6142	6986.6102	8.32e-09	6.18e-08	down	yes
TFF1	-2.0198	807.7310	5065.6441	1.61e-08	1.14e-07	down	yes
TMEM253	-2.0157	80.2081	222.9774	2.61e-15	5.83e-14	down	yes
SCG5	-2.0126	46.0609	303.8079	9.49e-14	1.65e-12	down	yes
CDHR5	-2.0109	562.9949	2012.7288	3.56e-10	3.34e-09	down	yes
DHRS7C	-2.0090	22.5025	5.7740	2.51e-04	7.97e-04	down	yes
SMPDL3A	-2.0066	512.4518	1271.9492	8.75e-22	6.07e-20	down	yes
