gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
RESP18	3.6856	0.6000	0.1771	1.18e-09	2.47e-09	up	yes
MS4A3	3.6852	8.6520	1.9167	1.95e-53	2.09e-52	up	yes
HMGB1P1	3.6849	21.0240	11.0833	1.29e-72	2.81e-71	up	yes
OR1I1	3.6847	244.1080	84.1042	4.73e-88	2.15e-86	up	yes
CCDC144A	3.6823	1308.7400	239.0365	3.76e-90	1.96e-88	up	yes
SLCO1B3-SLCO1B7	3.6815	0.5580	0.0000	5.01e-04	7.38e-04	up	yes
GFI1B	3.6809	58.7020	23.4375	2.53e-78	7.08e-77	up	yes
ERC2	3.6806	19.0240	8.9323	2.39e-49	2.23e-48	up	yes
FAM83C	3.6805	11.7160	3.0781	3.81e-53	4.03e-52	up	yes
ADARB2	3.6802	34.4220	15.2292	1.33e-65	2.15e-64	up	yes
AIPL1	3.6798	25.8840	11.2083	7.73e-73	1.71e-71	up	yes
OR2A25	3.6794	22.6680	15.5156	1.94e-43	1.48e-42	up	yes
SLC35F4	3.6781	30.4700	8.4531	5.80e-78	1.60e-76	up	yes
PAX6	3.6780	81.4080	29.2240	9.71e-69	1.80e-67	up	yes
CFAP97D1	3.6770	105.7360	35.9479	1.31e-79	3.90e-78	up	yes
MRLN	3.6759	54.8140	16.8385	1.24e-60	1.68e-59	up	yes
CXORF58	3.6753	4.4360	1.4844	9.99e-49	9.17e-48	up	yes
WNT8B	3.6745	9.7400	1.6979	3.79e-70	7.42e-69	up	yes
ADRA1A	3.6710	95.2940	26.1979	3.78e-58	4.67e-57	up	yes
MROH7	3.6690	437.5660	161.6094	4.63e-75	1.12e-73	up	yes
TMEM213	3.6689	95.8340	39.6927	7.29e-80	2.19e-78	up	yes
OR6B2	3.6688	0.6740	0.1302	8.46e-11	1.88e-10	up	yes
LRRC74A	3.6668	16.9380	3.0573	2.14e-61	3.00e-60	up	yes
SH2D4B	3.6666	15.0940	6.8750	1.15e-50	1.12e-49	up	yes
IBSP	3.6611	46.6220	16.5052	5.56e-30	2.74e-29	up	yes
PCSK2	3.6604	51.9560	33.2240	2.35e-46	1.99e-45	up	yes
ARGFX	3.6600	231.6760	98.7292	1.23e-83	4.45e-82	up	yes
NKAIN2	3.6595	25.7160	9.6302	3.05e-58	3.78e-57	up	yes
CT55	3.6590	10.2400	3.0833	1.36e-63	2.05e-62	up	yes
SLC36A2	3.6570	58.3800	21.0938	1.61e-66	2.70e-65	up	yes
TEPP	3.6552	22.9040	10.3281	8.03e-66	1.31e-64	up	yes
ST8SIA2	3.6550	11.0320	4.4740	9.11e-37	5.64e-36	up	yes
ADGRA1	3.6538	1.2160	1.2188	3.38e-14	8.91e-14	up	yes
EPS8L3	3.6506	4.6860	1.6875	6.28e-32	3.31e-31	up	yes
MAGEA10	3.6505	37.8540	11.2865	1.82e-69	3.49e-68	up	yes
OR5T2	3.6503	21.7640	3.5677	3.39e-83	1.20e-81	up	yes
UGT1A1	3.6501	72.2420	20.5312	4.95e-85	1.92e-83	up	yes
SLC4A10	3.6501	37.5680	12.9531	7.11e-72	1.51e-70	up	yes
GRIK2	3.6496	169.8880	73.6562	6.08e-73	1.35e-71	up	yes
PLA2G2C	3.6475	38.4200	13.9375	2.27e-77	6.03e-76	up	yes
TAS2R50	3.6472	12.4700	1.2552	4.91e-43	3.71e-42	up	yes
C16ORF78	3.6455	1.8200	0.4792	1.87e-28	8.75e-28	up	yes
INTU	3.6445	2243.5720	719.8490	8.54e-109	1.24e-106	up	yes
SLC35D3	3.6442	2.2440	2.9167	1.02e-16	3.03e-16	up	yes
CCL15	3.6441	7.2300	3.2188	7.24e-49	6.68e-48	up	yes
SYT6	3.6439	8.6120	3.9792	1.59e-41	1.14e-40	up	yes
HSD17B2	3.6434	198.7320	55.1979	7.29e-87	3.07e-85	up	yes
FOXL2NB	3.6429	165.3540	60.2240	7.69e-95	5.12e-93	up	yes
SLC52A1	3.6416	52.5940	21.1094	1.45e-77	3.90e-76	up	yes
FGF13	3.6405	748.1840	249.5312	2.18e-96	1.61e-94	up	yes
AXDND1	3.6402	18.4380	10.3333	1.22e-59	1.60e-58	up	yes
ACTL7A	3.6401	4.0860	0.6667	1.49e-38	9.76e-38	up	yes
GREP1	3.6391	72.6140	30.6510	9.86e-78	2.68e-76	up	yes
HEMGN	3.6388	93.7860	12.3906	1.00e-65	1.64e-64	up	yes
ARL14	3.6356	1.3080	0.7344	1.29e-16	3.80e-16	up	yes
OR2T8	3.6355	11.5000	5.9219	7.50e-55	8.37e-54	up	yes
LRRIQ4	3.6351	14.3900	5.7552	2.73e-74	6.40e-73	up	yes
TEKT1	3.6350	6.2360	2.7812	7.19e-43	5.39e-42	up	yes
CFAP221	3.6348	124.1160	47.6094	2.43e-87	1.06e-85	up	yes
ANKRD55	3.6347	27.0260	7.0990	1.91e-72	4.13e-71	up	yes
OR51E2	3.6340	28.9620	12.5938	1.34e-61	1.88e-60	up	yes
NPY5R	3.6329	21.6640	6.6510	2.42e-35	1.43e-34	up	yes
YIPF7	3.6297	38.3780	14.2969	1.08e-75	2.70e-74	up	yes
NBPF6	3.6287	5.5360	2.5833	1.19e-39	8.10e-39	up	yes
SLC30A10	3.6268	55.6440	35.6406	4.79e-62	6.83e-61	up	yes
AWAT1	3.6268	10.7500	1.1302	8.22e-45	6.60e-44	up	yes
FBXO15	3.6262	1628.7580	245.0156	1.13e-89	5.72e-88	up	yes
XAGE1B	3.6251	2.2520	1.8854	1.79e-18	5.73e-18	up	yes
CLEC19A	3.6250	68.1000	20.2708	4.07e-73	9.09e-72	up	yes
TRIM72	3.6238	261.8340	126.4323	2.85e-78	7.95e-77	up	yes
FEZF1	3.6237	2.7620	2.0365	1.55e-24	6.28e-24	up	yes
KCNH6	3.6228	17.0200	7.8646	1.64e-70	3.26e-69	up	yes
CHRNA9	3.6225	3.2520	1.4948	1.45e-32	7.78e-32	up	yes
C8ORF74	3.6219	3.8920	1.0781	1.10e-47	9.82e-47	up	yes
COL28A1	3.6212	161.2260	78.9583	1.73e-75	4.27e-74	up	yes
BCAS1	3.6211	52.0520	23.3281	1.97e-70	3.89e-69	up	yes
TEX13B	3.6194	0.7760	0.0729	5.26e-13	1.31e-12	up	yes
VSTM2A	3.6167	10.3620	7.6615	8.12e-30	3.98e-29	up	yes
RNF223	3.6164	16.3520	6.1771	4.19e-65	6.67e-64	up	yes
DNAH11	3.6156	154.7860	45.0833	1.97e-77	5.24e-76	up	yes
CTNNA3	3.6152	118.7900	28.8958	7.18e-61	9.81e-60	up	yes
LRFN2	3.6137	2.0460	0.7604	2.20e-21	7.89e-21	up	yes
CDH17	3.6126	29.9560	13.6979	1.18e-66	1.99e-65	up	yes
SMCO3	3.6117	8.8100	2.4323	9.87e-47	8.44e-46	up	yes
SLC22A25	3.6116	718.8780	162.7708	3.48e-99	2.97e-97	up	yes
OR52B6	3.6106	11.5460	1.7656	1.41e-40	9.85e-40	up	yes
MOGAT3	3.6089	71.3140	35.6094	3.71e-70	7.26e-69	up	yes
B4GALNT2	3.6080	358.9700	71.4635	1.03e-86	4.31e-85	up	yes
SLC36A3	3.6071	25.7060	9.5052	2.87e-57	3.47e-56	up	yes
MYRFL	3.6068	14.4280	4.7552	8.09e-55	9.03e-54	up	yes
FOLH1	3.6064	36.7720	11.0312	2.85e-66	4.73e-65	up	yes
IFTAP	3.6039	1120.0760	571.8698	1.94e-100	1.73e-98	up	yes
OR56B4	3.6033	1.6740	0.5417	4.79e-25	1.98e-24	up	yes
CYP1A2	3.6032	106.8260	40.5521	1.27e-89	6.35e-88	up	yes
RS1	3.6007	7.1280	3.2708	1.66e-27	7.51e-27	up	yes
LRRC63	3.5988	59.5000	20.1875	1.86e-73	4.22e-72	up	yes
ELAVL3	3.5986	12.1220	5.8385	1.08e-47	9.66e-47	up	yes
SLC12A1	3.5980	46.4380	17.3698	2.36e-61	3.30e-60	up	yes
C10ORF82	3.5978	25.0060	12.9948	4.81e-65	7.66e-64	up	yes
CLEC2A	3.5977	6.8400	1.2292	3.67e-25	1.53e-24	up	yes
PCDHA8	3.5966	7.1580	1.7604	1.56e-44	1.24e-43	up	yes
FAM170A	3.5945	1.4800	0.5781	4.26e-25	1.77e-24	up	yes
PZP	3.5937	184.4440	21.0833	6.11e-61	8.39e-60	up	yes
BANF2	3.5922	1.6300	0.7135	1.67e-25	7.05e-25	up	yes
DNAH12	3.5898	78.7320	19.8802	1.02e-89	5.18e-88	up	yes
SLC4A5	3.5890	290.1040	113.4271	1.40e-93	8.75e-92	up	yes
GDAP1L1	3.5887	37.8420	8.4479	1.22e-83	4.45e-82	up	yes
CYP4A22	3.5885	37.3000	7.0260	2.50e-67	4.39e-66	up	yes
BPIFB1	3.5885	15.6160	5.3438	1.04e-60	1.42e-59	up	yes
XKR3	3.5862	5.1540	4.1510	2.48e-39	1.68e-38	up	yes
RSPH10B	3.5850	25.9580	14.8281	1.18e-70	2.37e-69	up	yes
TMPRSS3	3.5839	25.9580	8.5781	2.88e-57	3.48e-56	up	yes
FAM90A27P	3.5823	0.9860	0.9271	1.11e-08	2.20e-08	up	yes
AMER3	3.5818	16.9720	5.0938	1.39e-66	2.34e-65	up	yes
KHDRBS2	3.5795	33.3880	8.7865	8.58e-52	8.73e-51	up	yes
CYP4F3	3.5792	88.5860	27.1875	2.98e-76	7.65e-75	up	yes
INHBC	3.5766	4.3740	2.3542	1.02e-42	7.59e-42	up	yes
SERPINB7	3.5766	32.2620	20.4323	2.13e-22	7.93e-22	up	yes
HSD3B1	3.5756	7.9980	2.3802	1.40e-45	1.15e-44	up	yes
CLEC2L	3.5754	3.5660	2.1302	4.27e-29	2.04e-28	up	yes
PCDHA10	3.5732	104.8920	38.9740	1.78e-88	8.27e-87	up	yes
GDAP1	3.5725	749.7320	345.3854	5.88e-106	7.21e-104	up	yes
CPHXL2	3.5724	31.0000	2.5833	9.89e-62	1.40e-60	up	yes
DEUP1	3.5693	22.7480	5.4844	1.40e-57	1.71e-56	up	yes
GYS2	3.5686	11.6880	2.0365	2.95e-20	1.01e-19	up	yes
H3-5	3.5673	8.5800	2.9167	1.24e-63	1.87e-62	up	yes
RNF212B	3.5650	17.9900	3.6354	3.26e-81	1.05e-79	up	yes
CCDC178	3.5649	13.1680	5.8542	5.13e-39	3.43e-38	up	yes
RAX2	3.5646	24.4540	5.1250	5.32e-65	8.46e-64	up	yes
OTUD6A	3.5624	26.8180	14.2396	4.26e-48	3.85e-47	up	yes
RBMXL3	3.5619	1.9620	0.3958	1.67e-26	7.28e-26	up	yes
C1ORF116	3.5612	11.3960	3.6094	8.81e-45	7.06e-44	up	yes
HNF4A	3.5577	73.0180	27.9062	4.37e-71	8.96e-70	up	yes
RGR	3.5520	72.1420	16.7917	1.36e-62	1.97e-61	up	yes
ADGRE3	3.5495	43.5240	8.4740	1.70e-41	1.23e-40	up	yes
STK33	3.5495	290.1580	74.4271	1.22e-89	6.15e-88	up	yes
SH2D1B	3.5454	19.0120	7.3542	1.45e-46	1.24e-45	up	yes
CNGB3	3.5444	32.2500	9.3229	2.24e-50	2.17e-49	up	yes
KLF17	3.5430	26.9000	13.1927	5.76e-71	1.17e-69	up	yes
PEX5L	3.5428	56.7540	22.9583	1.05e-76	2.72e-75	up	yes
C11ORF97	3.5426	0.8100	0.5208	3.88e-13	9.73e-13	up	yes
OR1M1	3.5425	87.8900	24.9844	5.22e-73	1.16e-71	up	yes
LCE2C	3.5399	3.2080	0.1510	1.52e-06	2.66e-06	up	yes
ARHGEF38	3.5391	65.0700	24.5990	6.23e-79	1.79e-77	up	yes
EFCAB12	3.5384	139.0680	64.4948	6.30e-87	2.66e-85	up	yes
PRG3	3.5377	0.8020	0.3125	7.33e-12	1.73e-11	up	yes
SPATA46	3.5366	4.7800	0.5990	1.08e-38	7.13e-38	up	yes
C7ORF33	3.5361	0.6260	0.0052	8.52e-09	1.70e-08	up	yes
CLEC6A	3.5347	10.0900	4.0365	1.58e-26	6.90e-26	up	yes
PRSS16	3.5346	47.5480	15.0729	6.31e-69	1.18e-67	up	yes
SIAH3	3.5339	25.1700	12.3698	1.24e-56	1.47e-55	up	yes
LCE5A	3.5323	1.1740	0.2604	3.14e-13	7.92e-13	up	yes
UMOD	3.5321	1.5180	2.1927	7.19e-10	1.52e-09	up	yes
KRT85	3.5320	2.3400	0.7917	1.23e-29	6.01e-29	up	yes
CLVS1	3.5316	55.1400	76.3958	3.65e-57	4.39e-56	up	yes
ZNF99	3.5312	49.1660	23.5833	3.15e-70	6.18e-69	up	yes
DPEP2NB	3.5286	1.3080	0.4792	4.64e-17	1.40e-16	up	yes
TTLL6	3.5283	10.4980	4.5052	5.47e-54	5.93e-53	up	yes
CTCFL	3.5273	165.3780	43.2135	2.48e-86	1.02e-84	up	yes
PROKR1	3.5269	6.4000	3.3698	2.15e-38	1.41e-37	up	yes
GARIN5B	3.5268	1.0220	0.3646	1.88e-09	3.90e-09	up	yes
SPINK9	3.5260	115.4540	74.8906	6.40e-39	4.26e-38	up	yes
ADAM20	3.5257	79.7780	9.8594	4.14e-76	1.06e-74	up	yes
C1ORF210	3.5252	11.6400	5.5208	5.29e-55	5.94e-54	up	yes
PDE6A	3.5228	115.2200	39.7969	1.58e-68	2.90e-67	up	yes
ALDOB	3.5203	33.8620	10.7865	1.35e-83	4.90e-82	up	yes
OR11H7	3.5198	6.5120	3.5573	1.10e-40	7.76e-40	up	yes
GARIN1B	3.5160	10.2580	8.0677	2.14e-48	1.94e-47	up	yes
CNNM1	3.5159	32.1760	12.8646	1.09e-69	2.11e-68	up	yes
LGALS14	3.5141	26.8100	5.5781	9.54e-75	2.28e-73	up	yes
TCF23	3.5141	87.7480	43.1510	5.55e-65	8.81e-64	up	yes
CALN1	3.5128	25.2580	15.8906	1.91e-48	1.74e-47	up	yes
IQCA1L	3.5124	2.8240	1.5260	2.62e-32	1.39e-31	up	yes
CHRNA1	3.5123	32.8920	9.5990	6.10e-54	6.59e-53	up	yes
DTHD1	3.5119	127.9740	24.0938	1.08e-45	8.90e-45	up	yes
EPB42	3.5119	22.3580	2.7552	3.44e-46	2.89e-45	up	yes
CLPS	3.5116	3.4700	0.4271	2.26e-36	1.38e-35	up	yes
ODAD1	3.5107	55.4820	24.7500	2.50e-84	9.47e-83	up	yes
SLC6A18	3.5088	0.5500	0.0573	4.37e-08	8.40e-08	up	yes
LRRC19	3.5085	76.9900	21.8854	1.61e-80	4.97e-79	up	yes
LACRT	3.5081	1.2620	0.2292	3.94e-15	1.09e-14	up	yes
FAM83A	3.5073	42.8780	13.2344	2.15e-80	6.61e-79	up	yes
TLCD3B	3.5071	47.6860	19.9583	1.13e-78	3.22e-77	up	yes
ERICH6	3.5061	13.4020	3.9479	6.21e-76	1.57e-74	up	yes
ALAS2	3.5043	284.2000	20.1562	1.48e-37	9.35e-37	up	yes
COL20A1	3.5033	11.3940	5.4688	2.31e-47	2.02e-46	up	yes
RBPJL	3.5027	2.5440	1.5833	5.27e-29	2.51e-28	up	yes
OVOL2	3.5018	1.7020	0.7135	1.28e-17	3.95e-17	up	yes
NRXN3	3.5017	119.2080	47.0417	3.16e-72	6.80e-71	up	yes
SYT13	3.5004	15.1480	9.3229	2.30e-44	1.82e-43	up	yes
NPHS1	3.4980	50.3980	23.9375	2.63e-64	4.06e-63	up	yes
KASH5	3.4980	13.0860	3.1042	3.49e-62	5.00e-61	up	yes
PIP	3.4961	3.4120	0.7708	2.09e-24	8.44e-24	up	yes
HRH4	3.4947	47.5420	24.4792	5.96e-74	1.38e-72	up	yes
TMPRSS11D	3.4916	43.1880	6.2604	3.73e-42	2.74e-41	up	yes
CALB1	3.4910	86.4740	19.4271	8.23e-78	2.25e-76	up	yes
GMNC	3.4907	18.5120	6.0677	6.11e-34	3.45e-33	up	yes
HBG1	3.4906	29.8820	4.4792	6.88e-47	5.93e-46	up	yes
RNFT2	3.4906	216.3700	97.3281	2.99e-96	2.18e-94	up	yes
CRYGA	3.4900	0.4680	0.0208	7.98e-06	1.33e-05	up	yes
SSU72P5	3.4889	0.5880	1.0208	4.45e-05	7.08e-05	up	yes
ORC4	3.4882	2063.3960	1089.0052	2.12e-99	1.82e-97	up	yes
PRR30	3.4872	0.6720	0.1302	1.43e-08	2.83e-08	up	yes
RBMXL2	3.4858	4.6380	1.7188	6.25e-38	4.01e-37	up	yes
ATP5MGL	3.4835	29.3400	9.2240	1.33e-47	1.18e-46	up	yes
GRM6	3.4823	88.0600	35.0573	4.42e-77	1.16e-75	up	yes
ATP8A2	3.4814	141.1720	56.1771	4.17e-82	1.41e-80	up	yes
PTF1A	3.4770	0.8440	0.3646	1.49e-14	3.99e-14	up	yes
ITIH6	3.4765	11.3160	2.2396	7.21e-19	2.34e-18	up	yes
EDN3	3.4760	3.5860	3.2500	4.53e-17	1.36e-16	up	yes
CAPN8	3.4753	17.9980	6.6354	1.35e-66	2.29e-65	up	yes
OPRD1	3.4753	148.5320	51.2969	4.13e-93	2.55e-91	up	yes
SPACA3	3.4739	3.4820	1.3073	6.23e-42	4.55e-41	up	yes
TM4SF4	3.4737	7.4300	4.7917	3.87e-38	2.50e-37	up	yes
TEX36	3.4735	1.8460	1.2135	7.73e-18	2.41e-17	up	yes
SFTPB	3.4728	51.8400	24.4896	2.40e-76	6.18e-75	up	yes
SAA2	3.4723	35.9880	25.4948	6.75e-60	8.90e-59	up	yes
ABHD12B	3.4690	86.6040	25.2031	1.31e-84	5.02e-83	up	yes
PTGES3L	3.4689	54.5660	27.5208	1.01e-68	1.87e-67	up	yes
WDR93	3.4687	49.3660	19.6562	3.94e-81	1.26e-79	up	yes
TREML4	3.4681	33.4960	9.7917	6.29e-65	9.96e-64	up	yes
FRG2C	3.4669	16.7240	4.4740	6.68e-50	6.35e-49	up	yes
DNAH6	3.4668	299.1220	72.4844	8.32e-74	1.91e-72	up	yes
TP53TG3	3.4648	1.8740	1.4219	2.52e-17	7.69e-17	up	yes
METTL24	3.4608	77.2180	20.7135	8.74e-86	3.48e-84	up	yes
NBPF4	3.4606	7.0360	3.5833	4.74e-31	2.42e-30	up	yes
OTOGL	3.4592	55.2820	20.3229	2.20e-63	3.29e-62	up	yes
POF1B	3.4565	84.1920	14.9115	1.32e-64	2.07e-63	up	yes
CNDP1	3.4564	58.5860	24.9896	2.90e-74	6.81e-73	up	yes
PPP1R3A	3.4551	95.8080	32.4062	1.12e-09	2.34e-09	up	yes
PRAMEF19	3.4531	9.6000	4.1667	7.46e-48	6.70e-47	up	yes
C12ORF54	3.4521	10.4140	4.1615	4.14e-54	4.50e-53	up	yes
CHST4	3.4516	8.4560	2.5521	8.73e-53	9.14e-52	up	yes
ADGRF4	3.4512	8.8960	4.0625	2.79e-26	1.21e-25	up	yes
CACNA1B	3.4509	16.9120	4.9948	8.30e-60	1.09e-58	up	yes
MARCHF10	3.4501	5.3700	3.4375	2.69e-31	1.39e-30	up	yes
OR4E1	3.4494	26.9560	9.1562	4.85e-59	6.19e-58	up	yes
GLP2R	3.4487	21.6420	8.1458	1.12e-50	1.10e-49	up	yes
ABCC8	3.4480	178.0040	41.6406	3.77e-93	2.33e-91	up	yes
ODF3	3.4474	18.7320	2.2031	2.30e-58	2.86e-57	up	yes
SCN2A	3.4472	335.9220	110.7708	8.79e-82	2.92e-80	up	yes
NIBAN3	3.4472	350.9760	94.0312	4.23e-93	2.60e-91	up	yes
BPIFA2	3.4471	0.7020	1.4167	3.75e-08	7.24e-08	up	yes
DNAAF1	3.4468	132.1180	79.7969	2.55e-70	5.02e-69	up	yes
KLK7	3.4457	18.0040	4.8229	3.07e-45	2.50e-44	up	yes
ETDA	3.4447	7.1180	1.1719	5.50e-41	3.91e-40	up	yes
P2RY4	3.4441	13.3280	2.1406	1.48e-59	1.92e-58	up	yes
PLCXD3	3.4431	240.3720	120.4167	1.65e-49	1.55e-48	up	yes
ADAMTSL3	3.4361	2509.3120	1214.4427	8.64e-72	1.83e-70	up	yes
KIF6	3.4357	134.5620	66.9583	1.48e-90	7.79e-89	up	yes
PPP2R2C	3.4330	32.6200	14.7552	1.06e-66	1.80e-65	up	yes
KRTAP4-7	3.4314	0.5700	0.1198	1.78e-07	3.31e-07	up	yes
PSG1	3.4287	60.3440	21.4583	1.32e-44	1.06e-43	up	yes
IQUB	3.4266	35.8520	16.5208	5.71e-79	1.65e-77	up	yes
REC114	3.4259	29.3200	3.3594	3.47e-56	4.05e-55	up	yes
GPR22	3.4246	83.5080	13.2188	8.25e-42	6.00e-41	up	yes
TNFRSF13B	3.4221	72.2420	16.5885	4.07e-42	2.99e-41	up	yes
DNAH2	3.4205	66.4780	26.3229	4.70e-73	1.05e-71	up	yes
GNRHR	3.4203	105.7880	16.9896	1.63e-70	3.25e-69	up	yes
ZFR2	3.4196	29.9880	11.4062	3.38e-77	8.89e-76	up	yes
LRRC7	3.4192	273.4700	143.4688	1.96e-69	3.74e-68	up	yes
SETSIP	3.4183	1.4380	0.5417	4.91e-24	1.95e-23	up	yes
CTNND2	3.4163	16.4220	10.4062	1.94e-24	7.82e-24	up	yes
OR3A3	3.4146	37.1040	19.7917	3.38e-61	4.70e-60	up	yes
SPEM3	3.4142	0.9280	0.2448	1.28e-12	3.13e-12	up	yes
CDH10	3.4139	12.9120	7.7812	7.09e-34	3.99e-33	up	yes
IGHV3OR16-17	3.4131	24.0140	1.7604	1.27e-12	3.12e-12	up	yes
DLEU7	3.4128	237.4440	122.0260	7.65e-76	1.92e-74	up	yes
FUT3	3.4117	15.6100	6.9271	1.61e-51	1.63e-50	up	yes
C1ORF146	3.4101	15.6920	5.1094	5.02e-61	6.93e-60	up	yes
GOLGA6C	3.4081	37.7340	17.7812	2.54e-56	2.98e-55	up	yes
STAR	3.4044	50.7540	24.3073	3.58e-81	1.15e-79	up	yes
ZFP42	3.4042	64.9040	25.2240	4.61e-72	9.86e-71	up	yes
CNTN2	3.4040	85.1400	29.8177	3.47e-77	9.12e-76	up	yes
UPP2	3.4028	14.8020	5.8438	5.08e-49	4.70e-48	up	yes
MOSPD2	3.4020	1210.4040	757.5260	1.70e-86	7.03e-85	up	yes
LPO	3.4001	41.1520	14.0156	1.16e-64	1.82e-63	up	yes
ANKRD18A	3.3983	74.2380	14.9740	2.10e-69	4.01e-68	up	yes
MMP8	3.3978	14.1260	11.4323	3.18e-31	1.64e-30	up	yes
PABPC3	3.3965	4.6840	4.0208	4.57e-14	1.20e-13	up	yes
CXORF51A	3.3965	0.5120	0.0000	8.72e-07	1.55e-06	up	yes
G6PC1	3.3964	63.4360	47.0052	1.33e-70	2.66e-69	up	yes
POTEE	3.3949	3.6680	1.9948	6.64e-16	1.90e-15	up	yes
SPDYE15	3.3945	7.8360	1.0990	6.65e-16	1.90e-15	up	yes
RLN2	3.3916	4.7740	1.5260	8.79e-36	5.27e-35	up	yes
SPAG11B	3.3911	1.5100	0.0677	4.95e-23	1.89e-22	up	yes
LIPI	3.3905	12.2260	3.3698	6.91e-52	7.04e-51	up	yes
TSPAN19	3.3887	94.0740	19.5417	1.98e-65	3.18e-64	up	yes
OVCH2	3.3882	14.9780	3.2969	2.90e-49	2.71e-48	up	yes
TRIML2	3.3869	42.6640	19.2500	2.54e-70	5.01e-69	up	yes
TTC29	3.3860	4.5440	4.3750	1.16e-21	4.20e-21	up	yes
PGPEP1L	3.3858	7.5920	1.8333	1.25e-45	1.03e-44	up	yes
P2RX3	3.3858	15.5660	8.9427	2.09e-53	2.23e-52	up	yes
TINCR	3.3851	48.1080	32.1146	5.17e-71	1.06e-69	up	yes
OR2V1	3.3837	29.5260	7.6094	1.68e-47	1.48e-46	up	yes
NEK5	3.3833	153.3080	89.6042	3.49e-81	1.12e-79	up	yes
GUCY2C	3.3803	43.7820	8.7708	5.80e-71	1.18e-69	up	yes
SLC35F3	3.3802	7.8120	3.8333	3.34e-37	2.09e-36	up	yes
ADH4	3.3800	88.9140	41.6302	8.09e-56	9.28e-55	up	yes
CCL16	3.3795	25.8360	11.5260	4.12e-46	3.44e-45	up	yes
OPHN1	3.3793	3137.1640	1579.0885	7.92e-88	3.52e-86	up	yes
CELA2A	3.3780	11.8460	5.0365	1.97e-52	2.04e-51	up	yes
TAFA1	3.3777	9.1420	4.0156	1.25e-49	1.18e-48	up	yes
ATP23	3.3765	401.5140	96.3125	1.58e-95	1.11e-93	up	yes
SCRT2	3.3760	1.5820	1.3698	1.24e-19	4.14e-19	up	yes
HYDIN	3.3748	114.0920	34.5208	1.93e-80	5.92e-79	up	yes
CELF3	3.3748	40.3980	11.2969	1.59e-79	4.72e-78	up	yes
APELA	3.3745	41.7300	11.7135	2.80e-72	6.03e-71	up	yes
PRSS37	3.3721	18.9000	3.9062	1.71e-49	1.60e-48	up	yes
TRAPPC3L	3.3715	256.0420	63.9635	5.44e-83	1.92e-81	up	yes
PTPRQ	3.3713	70.3860	24.2812	1.36e-44	1.08e-43	up	yes
SLC25A31	3.3709	1.5380	1.0729	1.13e-21	4.10e-21	up	yes
CSRP3	3.3674	122.6000	24.9219	1.00e-30	5.06e-30	up	yes
CELF5	3.3667	22.2300	10.9688	8.65e-65	1.36e-63	up	yes
ARL5C	3.3667	21.0560	8.3021	3.74e-61	5.18e-60	up	yes
C4ORF54	3.3660	36.0640	18.0417	1.21e-20	4.23e-20	up	yes
ACADL	3.3658	180.7340	61.9479	2.34e-73	5.28e-72	up	yes
MS4A1	3.3642	1512.1320	125.0156	1.06e-33	5.92e-33	up	yes
EFCAB5	3.3633	160.3960	49.3333	1.01e-95	7.19e-94	up	yes
FBXW10B	3.3631	133.5860	51.6615	4.79e-90	2.48e-88	up	yes
MRGPRX2	3.3627	4.4600	2.5521	1.49e-25	6.28e-25	up	yes
ADRB3	3.3618	9.6400	4.3802	9.09e-40	6.23e-39	up	yes
PRR32	3.3618	1.2680	0.9479	1.48e-14	3.98e-14	up	yes
ZNF850	3.3594	405.7060	153.1823	2.15e-100	1.90e-98	up	yes
SOWAHB	3.3587	3.0140	1.7396	2.43e-28	1.13e-27	up	yes
PRL	3.3570	3.6420	2.3073	3.63e-23	1.40e-22	up	yes
AQP7B	3.3568	166.5860	29.2031	5.67e-56	6.54e-55	up	yes
PCDHB1	3.3553	158.6160	67.0208	6.04e-86	2.45e-84	up	yes
NKX2-1	3.3537	1.0480	0.7760	7.55e-10	1.60e-09	up	yes
C4BPA	3.3512	20.7620	6.2917	4.95e-49	4.58e-48	up	yes
AQP6	3.3498	14.7380	6.5625	2.21e-55	2.51e-54	up	yes
FRMPD2	3.3477	32.2660	11.9219	1.14e-49	1.08e-48	up	yes
LCN15	3.3476	105.5060	20.6562	9.16e-61	1.25e-59	up	yes
OR1F1	3.3473	0.9740	0.6094	2.54e-14	6.73e-14	up	yes
KRT25	3.3468	5.4960	2.4792	5.82e-27	2.58e-26	up	yes
NR1I2	3.3465	10.1340	5.0260	1.44e-53	1.54e-52	up	yes
HMHB1	3.3456	2.1200	0.3125	6.83e-18	2.13e-17	up	yes
GOLGA6L1	3.3434	2.1720	0.1823	5.62e-04	8.24e-04	up	yes
TEX35	3.3422	96.9700	19.2552	2.58e-64	4.00e-63	up	yes
MROH9	3.3414	22.9700	9.9479	1.74e-40	1.22e-39	up	yes
ACER1	3.3413	10.5180	3.4740	2.74e-49	2.56e-48	up	yes
PLG	3.3401	75.3460	21.8229	1.39e-74	3.32e-73	up	yes
CFAP77	3.3394	3.6880	1.1615	1.18e-39	8.08e-39	up	yes
PPIAL4A	3.3376	2.6080	0.7969	3.92e-12	9.40e-12	up	yes
AICDA	3.3364	66.0500	38.6354	1.07e-64	1.69e-63	up	yes
DHRS2	3.3361	78.4120	22.6719	1.85e-88	8.59e-87	up	yes
