gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
KHDRBS2	3.7317	45.3000	8.6513	5.61e-44	6.09e-43	up	yes
ST8SIA2	3.7309	11.7900	4.4103	2.17e-30	1.41e-29	up	yes
PLA2G2C	3.7299	38.7600	13.7333	1.03e-70	3.93e-69	up	yes
H3-5	3.7288	8.5550	2.8872	3.36e-51	4.85e-50	up	yes
NKAIN2	3.7277	27.2450	9.5128	2.21e-51	3.22e-50	up	yes
LRRC36	3.7256	44.8950	18.5795	1.39e-66	4.27e-65	up	yes
AXDND1	3.7242	18.1850	10.2718	3.00e-47	3.64e-46	up	yes
FBXO15	3.7236	1790.3050	244.0410	1.11e-73	5.15e-72	up	yes
OR52B6	3.7219	13.6650	1.7538	1.46e-28	8.86e-28	up	yes
HSD17B2	3.7218	206.1200	54.5077	2.75e-72	1.14e-70	up	yes
XK	3.7214	37.8500	8.0564	6.24e-54	1.02e-52	up	yes
SPDYE4	3.7206	5.3600	2.0154	5.81e-37	4.85e-36	up	yes
OR2A25	3.7197	21.5100	15.2821	2.33e-32	1.65e-31	up	yes
B4GALNT2	3.7178	384.0850	70.5846	2.21e-74	1.07e-72	up	yes
SLC36A2	3.7163	59.4000	20.8000	1.72e-56	3.16e-55	up	yes
HBG1	3.7160	46.4150	4.4103	4.84e-37	4.05e-36	up	yes
XKRX	3.7155	16.7250	3.7641	4.10e-50	5.61e-49	up	yes
SLC22A25	3.7141	779.6450	161.0462	5.37e-87	5.47e-85	up	yes
CT55	3.7138	11.0750	3.0923	1.27e-56	2.35e-55	up	yes
TEPP	3.7106	22.3100	10.1846	2.14e-56	3.93e-55	up	yes
SLC4A5	3.7091	308.4250	111.9436	4.38e-92	6.18e-90	up	yes
FRMPD1	3.7081	27.8300	14.4410	1.33e-50	1.87e-49	up	yes
CYP4A22	3.7072	41.6300	6.9641	3.68e-53	5.85e-52	up	yes
HAMP	3.7062	77.9550	38.1744	1.12e-61	2.66e-60	up	yes
ADARB2	3.7052	35.1100	14.9949	3.01e-53	4.81e-52	up	yes
CTNNA3	3.7052	125.6700	28.4667	1.32e-51	1.94e-50	up	yes
OR2T27	3.7047	0.5100	0.0000	1.35e-04	2.14e-04	up	yes
LACRT	3.7039	1.5100	0.2256	6.37e-11	1.56e-10	up	yes
PSMA8	3.7033	5.1700	2.8718	1.10e-31	7.51e-31	up	yes
FOXL2NB	3.7032	173.9700	59.4462	6.58e-83	5.22e-81	up	yes
DNAH11	3.7002	161.1400	44.4769	7.71e-69	2.64e-67	up	yes
CLEC19A	3.6999	71.3000	20.0000	1.97e-58	3.96e-57	up	yes
SLC4A10	3.6986	37.5700	12.8308	1.39e-61	3.27e-60	up	yes
POTEF	3.6985	5.1500	4.2000	4.88e-15	1.55e-14	up	yes
B3GALT5	3.6980	52.4350	21.5641	4.19e-52	6.30e-51	up	yes
AIPL1	3.6977	26.4350	11.2000	1.06e-54	1.79e-53	up	yes
CPHXL2	3.6930	34.0050	2.5436	1.63e-44	1.79e-43	up	yes
OVOL2	3.6924	1.9150	0.7026	6.18e-15	1.94e-14	up	yes
RS1	3.6902	7.6800	3.2308	1.74e-20	7.38e-20	up	yes
MIP	3.6879	18.2050	7.5949	7.32e-44	7.92e-43	up	yes
OR4N2	3.6870	15.3350	7.0718	6.11e-10	1.41e-09	up	yes
CTAGE8	3.6866	3.3900	3.3026	1.69e-05	2.86e-05	up	yes
FOLH1	3.6865	37.7300	10.8769	2.37e-57	4.51e-56	up	yes
GRIK2	3.6859	168.3400	72.8359	6.44e-62	1.56e-60	up	yes
SSU72P8	3.6856	0.5450	0.4154	9.35e-05	1.50e-04	up	yes
BPIFA2	3.6851	0.7100	1.3949	1.27e-05	2.18e-05	up	yes
FGF13	3.6850	800.7700	248.3846	4.10e-84	3.45e-82	up	yes
OR5T2	3.6846	24.3150	3.5538	1.75e-69	6.20e-68	up	yes
TMEM213	3.6837	94.4250	39.1231	3.69e-66	1.11e-64	up	yes
CHRNA1	3.6802	41.6700	9.4872	2.26e-44	2.48e-43	up	yes
INHBC	3.6800	4.9700	2.3333	2.41e-40	2.29e-39	up	yes
SIAH3	3.6800	24.9900	12.2154	3.84e-48	4.85e-47	up	yes
CNGB3	3.6800	33.8950	9.2103	4.62e-39	4.17e-38	up	yes
UGT1A1	3.6782	75.2600	20.3282	5.13e-73	2.24e-71	up	yes
PCSK2	3.6780	49.7500	32.7179	2.56e-38	2.25e-37	up	yes
MYRFL	3.6774	17.1500	4.7128	2.68e-43	2.83e-42	up	yes
OR2A4	3.6772	6.0300	2.6974	2.34e-16	7.99e-16	up	yes
OR2T8	3.6770	11.6950	5.8769	1.35e-44	1.49e-43	up	yes
YIPF7	3.6763	38.3500	14.1282	1.62e-63	4.34e-62	up	yes
NBPF4	3.6759	7.4850	3.5282	2.14e-26	1.19e-25	up	yes
IFTAP	3.6757	1175.0800	566.4615	4.75e-94	7.42e-92	up	yes
CFAP221	3.6756	128.3750	47.1077	1.88e-73	8.42e-72	up	yes
GREP1	3.6752	73.5700	30.2051	1.58e-63	4.23e-62	up	yes
LRRC63	3.6750	62.9850	19.9744	1.08e-60	2.44e-59	up	yes
TRIM72	3.6748	261.0300	124.6667	1.93e-69	6.83e-68	up	yes
PZP	3.6676	191.6900	20.7590	1.42e-50	1.98e-49	up	yes
ARGFX	3.6660	224.7250	97.4872	1.21e-67	3.93e-66	up	yes
ADAM20	3.6653	89.7700	9.7231	1.01e-64	2.84e-63	up	yes
XKR3	3.6645	4.9500	4.0923	1.18e-32	8.39e-32	up	yes
PROKR1	3.6635	6.8550	3.3179	2.31e-34	1.74e-33	up	yes
GOLGA6L22	3.6622	54.3500	18.7641	5.32e-60	1.17e-58	up	yes
DNAH12	3.6588	86.8600	19.9744	5.49e-80	3.73e-78	up	yes
PRSS16	3.6587	49.9350	15.0051	4.03e-59	8.45e-58	up	yes
SMCO3	3.6586	9.5400	2.5077	4.86e-37	4.06e-36	up	yes
OR51E2	3.6554	29.2350	12.4000	5.66e-53	8.92e-52	up	yes
RGR	3.6549	77.6300	16.6667	1.04e-48	1.34e-47	up	yes
SPATA46	3.6539	5.3600	0.5897	3.09e-31	2.08e-30	up	yes
CYP1A2	3.6538	107.5750	40.0308	3.01e-75	1.54e-73	up	yes
CCDC178	3.6536	12.4850	5.8051	5.61e-34	4.18e-33	up	yes
BCAS1	3.6533	51.6350	23.1795	4.74e-57	8.91e-56	up	yes
UGT1A7	3.6522	30.9900	6.9641	1.02e-42	1.06e-41	up	yes
C10ORF82	3.6511	24.8050	12.8462	1.62e-57	3.10e-56	up	yes
COL28A1	3.6475	160.0150	77.8923	7.89e-67	2.45e-65	up	yes
B3GNT6	3.6454	4.1350	2.6410	8.37e-26	4.54e-25	up	yes
SH2D1B	3.6452	18.9050	7.2615	2.22e-37	1.89e-36	up	yes
EPB42	3.6445	26.3800	2.7179	3.88e-35	3.03e-34	up	yes
SLC12A1	3.6417	53.7300	17.4154	1.45e-50	2.02e-49	up	yes
POF1B	3.6387	100.8350	14.7333	2.12e-62	5.30e-61	up	yes
CDH17	3.6383	29.1050	13.5436	2.93e-56	5.35e-55	up	yes
SLC30A10	3.6375	54.2900	35.2205	4.19e-52	6.31e-51	up	yes
DEUP1	3.6373	25.1250	5.4410	3.57e-42	3.64e-41	up	yes
ACTL7A	3.6366	4.1900	0.6564	5.71e-26	3.12e-25	up	yes
TMPRSS3	3.6348	24.5800	8.4513	1.64e-44	1.81e-43	up	yes
CYP4F3	3.6340	84.1100	26.8103	1.13e-63	3.06e-62	up	yes
AMER3	3.6334	17.7550	5.0205	6.90e-57	1.29e-55	up	yes
HNF4A	3.6326	76.6900	27.5385	1.09e-58	2.22e-57	up	yes
CLEC6A	3.6319	11.2850	3.9744	3.20e-18	1.21e-17	up	yes
PCDHA10	3.6294	109.4250	38.5538	5.60e-73	2.44e-71	up	yes
RAX2	3.6277	25.8450	5.0615	5.47e-51	7.81e-50	up	yes
LRRIQ4	3.6262	15.3000	5.7385	2.47e-59	5.26e-58	up	yes
PPBP	3.6258	256.2700	15.7897	4.69e-23	2.25e-22	up	yes
STK33	3.6248	308.8200	73.4821	2.37e-78	1.49e-76	up	yes
AQP10	3.6232	5.2750	4.8564	8.21e-26	4.46e-25	up	yes
RNF212B	3.6229	19.9750	3.6205	9.64e-70	3.50e-68	up	yes
CCL15	3.6228	7.4800	3.1846	1.43e-36	1.18e-35	up	yes
SPINK9	3.6220	117.5350	73.7641	3.77e-28	2.25e-27	up	yes
GDAP1L1	3.6217	41.9550	8.3846	1.45e-65	4.22e-64	up	yes
ADGRE3	3.6211	49.3700	8.3436	8.95e-31	5.92e-30	up	yes
ADGRF4	3.6196	11.1700	4.0769	4.39e-22	2.01e-21	up	yes
FRG2	3.6190	1.8200	1.2513	2.21e-12	5.99e-12	up	yes
EFCAB12	3.6189	145.6050	63.9231	5.36e-80	3.65e-78	up	yes
ZNF99	3.6185	49.7750	23.2513	2.33e-61	5.44e-60	up	yes
VCX3B	3.6183	1.5750	0.4564	4.28e-14	1.28e-13	up	yes
FADS6	3.6178	40.9600	16.8205	3.18e-60	7.03e-59	up	yes
DTHD1	3.6160	131.4650	23.7231	1.02e-33	7.50e-33	up	yes
GDAP1	3.6154	760.9100	341.9795	1.66e-99	3.28e-97	up	yes
CLEC2L	3.6148	3.1850	2.1128	6.10e-24	3.05e-23	up	yes
C1ORF116	3.6126	12.0550	3.5744	5.41e-38	4.69e-37	up	yes
CTCFL	3.6124	169.3400	42.6513	2.21e-73	9.85e-72	up	yes
BPIFB1	3.6119	15.9300	5.2615	1.58e-47	1.95e-46	up	yes
HSD3B1	3.6096	9.1250	2.3487	2.02e-34	1.53e-33	up	yes
CALB1	3.6094	95.5500	19.3179	2.58e-65	7.46e-64	up	yes
PPP2R2C	3.6089	34.2250	14.5897	2.37e-62	5.90e-61	up	yes
SLC36A3	3.6075	25.9550	9.3641	1.30e-46	1.54e-45	up	yes
SLC52A1	3.6040	51.3100	20.8256	1.46e-64	4.08e-63	up	yes
SSTR3	3.6040	7.9650	3.0667	1.22e-18	4.70e-18	up	yes
SPRR4	3.6032	0.6850	0.0410	2.31e-05	3.89e-05	up	yes
CLPS	3.6007	3.7200	0.4205	1.72e-28	1.04e-27	up	yes
MOGAT3	3.5996	67.7900	35.2051	2.95e-55	5.16e-54	up	yes
KCNH6	3.5961	16.7500	7.7692	2.81e-58	5.59e-57	up	yes
EPS8L3	3.5955	5.6400	1.6718	4.92e-22	2.25e-21	up	yes
OOSP1	3.5944	4.8250	0.8718	1.34e-31	9.16e-31	up	yes
WFDC6	3.5942	0.9650	0.3487	1.08e-11	2.78e-11	up	yes
TNFRSF13B	3.5925	103.8350	16.3538	4.20e-34	3.14e-33	up	yes
SPACA3	3.5920	3.7950	1.2974	4.31e-37	3.61e-36	up	yes
BANF2	3.5916	1.8750	0.7026	1.09e-21	4.88e-21	up	yes
TMPRSS11D	3.5900	47.6550	6.1641	1.60e-30	1.04e-29	up	yes
POTEE	3.5877	4.1400	1.9641	2.59e-12	6.98e-12	up	yes
LGALS14	3.5865	30.0700	5.5231	1.81e-66	5.48e-65	up	yes
LRRC19	3.5860	82.0750	21.6256	1.50e-66	4.58e-65	up	yes
CLVS1	3.5849	55.1500	75.2564	9.44e-48	1.17e-46	up	yes
SLC8A3	3.5836	43.5800	13.1282	2.26e-51	3.28e-50	up	yes
KLK7	3.5834	21.0000	4.7590	3.36e-36	2.72e-35	up	yes
FAM83A	3.5812	45.7850	13.1231	1.90e-70	7.12e-69	up	yes
PDE6A	3.5809	120.2350	39.2154	1.43e-53	2.32e-52	up	yes
TREML4	3.5796	33.1100	9.9897	2.38e-50	3.29e-49	up	yes
ARHGEF38	3.5785	67.2300	24.2872	1.64e-64	4.58e-63	up	yes
TTLL6	3.5780	11.0750	4.4769	1.36e-45	1.56e-44	up	yes
SLC35F3	3.5774	8.2950	3.7744	1.04e-33	7.70e-33	up	yes
C1ORF210	3.5762	11.9650	5.4513	5.01e-46	5.83e-45	up	yes
SLC25A31	3.5753	1.7750	1.0564	1.77e-19	7.13e-19	up	yes
OTUD6A	3.5749	24.7000	14.0256	5.07e-34	3.78e-33	up	yes
TEX13B	3.5741	0.8050	0.0718	1.03e-09	2.36e-09	up	yes
ALDOB	3.5728	35.5500	10.6564	7.24e-75	3.64e-73	up	yes
KLF17	3.5666	25.4650	13.1897	2.84e-54	4.70e-53	up	yes
CALN1	3.5656	25.2350	15.6462	2.09e-41	2.07e-40	up	yes
GARIN1B	3.5643	11.2400	8.1179	7.50e-38	6.47e-37	up	yes
NRXN3	3.5633	130.7550	46.4103	5.32e-65	1.51e-63	up	yes
DNAH6	3.5626	326.9500	71.4667	9.34e-67	2.88e-65	up	yes
OR1M1	3.5622	88.5850	24.6410	2.61e-59	5.53e-58	up	yes
METTL24	3.5610	84.1950	20.4667	2.39e-72	9.96e-71	up	yes
CFHR1	3.5606	53.0550	52.3026	1.28e-34	9.80e-34	up	yes
RBMXL3	3.5605	2.3000	0.3897	3.84e-22	1.76e-21	up	yes
PEX5L	3.5601	61.9400	23.2205	3.35e-63	8.85e-62	up	yes
LINGO4	3.5601	3.7000	1.0103	1.24e-24	6.39e-24	up	yes
GPR22	3.5599	88.9750	13.0154	2.25e-29	1.40e-28	up	yes
OR11H7	3.5594	6.7850	3.5179	8.48e-34	6.28e-33	up	yes
RNFT2	3.5594	213.6300	95.9795	1.92e-84	1.65e-82	up	yes
H1-6	3.5592	2.2600	0.5641	6.86e-22	3.11e-21	up	yes
WDR93	3.5585	55.3250	19.3949	2.92e-72	1.20e-70	up	yes
LRFN2	3.5577	1.7100	0.7487	9.12e-16	3.02e-15	up	yes
ODF3	3.5561	21.6900	2.1692	3.11e-47	3.77e-46	up	yes
ODAD1	3.5552	55.5100	24.4359	7.13e-78	4.34e-76	up	yes
GUCY2C	3.5545	52.9950	8.6513	8.82e-63	2.26e-61	up	yes
LCE5A	3.5530	1.3850	0.2564	3.19e-10	7.52e-10	up	yes
C12ORF54	3.5530	11.4000	4.0974	4.44e-46	5.18e-45	up	yes
C8ORF74	3.5527	4.2250	1.0615	3.65e-37	3.08e-36	up	yes
TMEM114	3.5521	1.1600	0.5026	1.74e-08	3.66e-08	up	yes
CAPN8	3.5505	18.7600	6.5385	1.30e-57	2.51e-56	up	yes
GDA	3.5505	80.7600	29.5949	1.85e-57	3.54e-56	up	yes
NIBAN3	3.5504	438.8350	92.8154	4.50e-82	3.40e-80	up	yes
CNNM1	3.5463	33.2950	12.8872	2.22e-55	3.92e-54	up	yes
ATP8A2	3.5463	144.4350	55.5641	2.22e-75	1.14e-73	up	yes
GLP2R	3.5458	22.6450	8.0359	2.66e-40	2.53e-39	up	yes
OR4E1	3.5451	28.3850	9.0154	5.99e-48	7.49e-47	up	yes
PLCXD3	3.5449	265.7600	118.6000	2.31e-42	2.36e-41	up	yes
CTNND2	3.5388	16.2800	10.2462	6.23e-21	2.70e-20	up	yes
GNRHR	3.5384	115.2450	16.7692	9.87e-58	1.91e-56	up	yes
CACNA1B	3.5380	17.2900	4.9282	1.40e-52	2.16e-51	up	yes
PRAMEF7	3.5372	0.6050	1.0462	7.03e-03	9.65e-03	up	yes
IQCA1L	3.5369	2.7850	1.5026	6.71e-25	3.49e-24	up	yes
TGIF2LX	3.5365	0.4650	0.0051	2.21e-03	3.18e-03	up	yes
GRM6	3.5360	90.0500	34.5846	3.15e-65	9.02e-64	up	yes
UPP2	3.5357	16.8300	5.7590	6.38e-44	6.91e-43	up	yes
CT47B1	3.5316	0.5300	0.0359	1.99e-04	3.13e-04	up	yes
OTOGL	3.5312	58.6250	20.1128	7.30e-53	1.14e-51	up	yes
PPIAL4A	3.5295	2.4850	0.7846	5.09e-10	1.19e-09	up	yes
XAGE1B	3.5295	2.0900	1.8564	6.57e-13	1.83e-12	up	yes
REC114	3.5291	31.1500	3.3282	1.17e-42	1.21e-41	up	yes
NPHS1	3.5290	53.1950	23.6410	3.81e-53	6.05e-52	up	yes
LIPI	3.5290	13.2250	3.3333	3.08e-44	3.37e-43	up	yes
ABHD12B	3.5284	96.8150	24.9282	3.64e-74	1.75e-72	up	yes
PGPEP1L	3.5272	9.5800	1.8051	3.87e-39	3.51e-38	up	yes
ADAMTSL3	3.5269	2617.8750	1196.3744	5.20e-62	1.27e-60	up	yes
TLCD3B	3.5262	47.2100	19.7231	5.38e-66	1.60e-64	up	yes
EDN3	3.5259	3.6800	3.2000	4.77e-12	1.26e-11	up	yes
FRG2C	3.5240	18.2400	4.4359	1.51e-40	1.45e-39	up	yes
TRAT1	3.5239	250.4750	21.9385	2.24e-27	1.30e-26	up	yes
CHST4	3.5204	8.9900	2.5436	1.02e-36	8.50e-36	up	yes
FCRL1	3.5179	226.6100	29.5333	2.99e-39	2.73e-38	up	yes
KASH5	3.5172	13.6850	3.1077	1.53e-51	2.25e-50	up	yes
OR5M11	3.5154	0.5350	0.0000	4.68e-05	7.69e-05	up	yes
SAA2	3.5146	36.5550	25.1692	5.98e-46	6.93e-45	up	yes
ORC4	3.5133	2113.0350	1079.4769	2.23e-96	3.85e-94	up	yes
TAFA1	3.5130	8.9600	3.9641	1.57e-41	1.57e-40	up	yes
SFTPB	3.5119	52.8800	24.1795	1.18e-65	3.45e-64	up	yes
OPRD1	3.5107	151.8350	50.8154	2.21e-78	1.40e-76	up	yes
CHRNA9	3.5104	3.5300	1.6410	1.03e-23	5.09e-23	up	yes
C1ORF146	3.5094	16.4950	5.0718	2.28e-51	3.32e-50	up	yes
RSPH10B	3.5086	25.1500	14.6154	1.37e-55	2.45e-54	up	yes
NGB	3.5086	0.7000	0.2205	1.94e-07	3.80e-07	up	yes
OVCH2	3.5070	16.7200	3.2821	4.56e-39	4.12e-38	up	yes
SLC9A2	3.5069	10.2600	5.1795	4.05e-29	2.50e-28	up	yes
ATP5MGL	3.5066	29.0850	9.0923	9.34e-34	6.90e-33	up	yes
ANKRD18A	3.5061	78.2300	14.7744	2.27e-56	4.17e-55	up	yes
HRH4	3.5044	47.0550	24.1744	9.06e-62	2.17e-60	up	yes
ABCC8	3.5044	192.5700	41.1641	2.46e-81	1.78e-79	up	yes
GMNC	3.5040	14.4950	6.0000	3.79e-26	2.09e-25	up	yes
PRAMEF19	3.4997	10.3050	4.1077	9.10e-42	9.17e-41	up	yes
SPEM3	3.4984	1.0350	0.2410	2.74e-09	6.08e-09	up	yes
CNDP1	3.4982	57.5550	24.6564	6.26e-63	1.63e-61	up	yes
FUT3	3.4981	17.6450	6.8513	1.65e-44	1.82e-43	up	yes
MYH1	3.4979	306.3800	211.6564	8.06e-17	2.83e-16	up	yes
MMP8	3.4969	13.8800	11.3282	8.73e-23	4.13e-22	up	yes
DLEU7	3.4957	248.5750	120.3385	2.75e-67	8.78e-66	up	yes
UMOD	3.4934	1.5250	2.1590	7.82e-06	1.36e-05	up	yes
GPR87	3.4913	4.8200	1.0821	4.01e-19	1.58e-18	up	yes
LPO	3.4903	44.1350	13.8564	2.68e-55	4.69e-54	up	yes
SCN2A	3.4903	373.8350	112.2103	1.62e-63	4.34e-62	up	yes
CFAP77	3.4902	4.8100	1.1436	2.06e-36	1.68e-35	up	yes
OR2V1	3.4901	31.3050	7.5026	3.21e-38	2.80e-37	up	yes
TCF23	3.4879	81.8200	42.4923	2.89e-53	4.62e-52	up	yes
ATP23	3.4877	449.7850	95.7641	1.28e-81	9.35e-80	up	yes
ASTN1	3.4877	15.8750	12.7897	5.64e-31	3.76e-30	up	yes
MRGPRX2	3.4867	5.1900	2.5128	9.34e-20	3.82e-19	up	yes
DPEP2NB	3.4866	1.2600	0.4718	1.50e-12	4.11e-12	up	yes
PRR30	3.4854	0.7350	0.1282	1.52e-05	2.59e-05	up	yes
IQUB	3.4837	37.7850	16.3487	1.79e-68	6.02e-67	up	yes
LRRC7	3.4818	271.5250	141.5487	1.35e-61	3.20e-60	up	yes
ALAS2	3.4816	345.4650	19.8462	1.69e-27	9.86e-27	up	yes
P2RY4	3.4805	14.7950	2.1385	7.91e-46	9.12e-45	up	yes
CNTN2	3.4760	89.1850	29.4359	1.25e-64	3.51e-63	up	yes
DNAAF1	3.4752	110.0750	78.6256	3.80e-59	7.98e-58	up	yes
PIGR	3.4748	38.8850	16.6974	9.34e-39	8.36e-38	up	yes
TEX35	3.4746	104.3600	19.0205	1.98e-52	3.03e-51	up	yes
TNFRSF13C	3.4738	427.6500	55.8872	8.32e-58	1.62e-56	up	yes
FRMD1	3.4735	67.3550	16.1282	8.67e-44	9.35e-43	up	yes
CD3G	3.4720	548.0100	119.2615	1.71e-48	2.19e-47	up	yes
C4BPA	3.4713	22.7850	6.1949	2.81e-38	2.46e-37	up	yes
FKBP1C	3.4711	4.0350	1.9692	6.38e-40	5.97e-39	up	yes
TRAPPC3L	3.4694	277.8700	63.5897	8.96e-74	4.20e-72	up	yes
MARCHF10	3.4677	5.5500	3.3949	7.97e-25	4.14e-24	up	yes
CDH10	3.4674	14.7000	7.8000	1.32e-27	7.68e-27	up	yes
CYP3A7	3.4614	33.9300	5.5590	7.92e-42	8.00e-41	up	yes
DMBT1	3.4608	27.7150	14.1590	6.51e-55	1.11e-53	up	yes
KRTAP15-1	3.4582	0.4600	0.2103	8.42e-04	1.25e-03	up	yes
PTGES3L	3.4523	53.1850	27.1487	2.78e-57	5.27e-56	up	yes
TM4SF4	3.4509	7.2600	4.8821	9.93e-30	6.26e-29	up	yes
HYDIN	3.4495	123.6600	34.2308	4.20e-65	1.20e-63	up	yes
RBMXL2	3.4489	4.6700	1.6923	3.12e-31	2.10e-30	up	yes
KRT23	3.4485	7.0000	1.2462	8.91e-28	5.23e-27	up	yes
OR1F1	3.4485	1.0550	0.6205	3.31e-12	8.85e-12	up	yes
ERICH6	3.4481	14.3250	4.0103	4.93e-60	1.08e-58	up	yes
VCX3A	3.4466	1.1400	0.5897	7.15e-12	1.87e-11	up	yes
GOLGA6L25P	3.4452	3.1000	1.8923	8.98e-05	1.45e-04	up	yes
PTF1A	3.4443	0.8350	0.3590	1.96e-12	5.32e-12	up	yes
GYS2	3.4437	10.9900	2.0256	1.22e-12	3.35e-12	up	yes
SOWAHB	3.4430	3.3100	1.7282	6.19e-26	3.37e-25	up	yes
DNAH2	3.4413	64.1850	25.9385	2.08e-60	4.61e-59	up	yes
NKX2-1	3.4400	1.1650	0.7897	1.94e-08	4.09e-08	up	yes
OR3A3	3.4395	37.4500	19.5179	8.75e-51	1.24e-49	up	yes
TTC29	3.4385	4.5950	4.3077	7.10e-17	2.50e-16	up	yes
CLEC4M	3.4384	16.9050	7.1692	3.04e-36	2.47e-35	up	yes
PRSS37	3.4355	21.0400	3.8564	1.64e-40	1.57e-39	up	yes
ICOS	3.4353	186.9400	25.7436	3.98e-24	2.01e-23	up	yes
SLC35F4	3.4340	33.0350	8.3846	1.78e-55	3.17e-54	up	yes
FAM90A20P	3.4320	9.7750	1.0872	1.59e-28	9.59e-28	up	yes
EFCAB5	3.4315	168.7150	48.9692	3.10e-84	2.64e-82	up	yes
CELF5	3.4293	22.9050	10.8205	4.23e-58	8.32e-57	up	yes
C3ORF84	3.4267	3.9850	0.6821	1.17e-25	6.33e-25	up	yes
KCNA4	3.4231	19.0450	13.0564	3.21e-31	2.16e-30	up	yes
TENM2	3.4224	245.4050	74.8308	1.09e-48	1.40e-47	up	yes
LRTM2	3.4221	0.9250	0.2821	3.65e-11	9.08e-11	up	yes
ACADL	3.4220	204.0450	61.0564	1.39e-63	3.74e-62	up	yes
STAR	3.4209	52.4750	23.9897	2.10e-69	7.37e-68	up	yes
SETSIP	3.4208	1.5600	0.5385	3.86e-20	1.62e-19	up	yes
SPATA31A7	3.4208	20.4300	11.4513	9.02e-30	5.71e-29	up	yes
GOLGA6C	3.4198	38.7600	17.6051	2.19e-46	2.58e-45	up	yes
PCDHB1	3.4182	161.2100	66.2154	8.93e-76	4.71e-74	up	yes
KIF6	3.4171	136.0900	66.7795	3.35e-77	1.93e-75	up	yes
RLN2	3.4150	4.8050	1.5026	6.45e-30	4.10e-29	up	yes
PLG	3.4149	81.1550	21.5333	1.12e-63	3.02e-62	up	yes
NR1I2	3.4148	10.4850	4.9641	1.14e-44	1.27e-43	up	yes
TSPAN19	3.4146	99.4600	19.4205	1.42e-50	1.98e-49	up	yes
COL20A1	3.4143	11.8100	5.4000	4.97e-37	4.15e-36	up	yes
LCN15	3.4130	111.2150	20.3692	4.99e-46	5.81e-45	up	yes
PRAMEF27	3.4125	0.4400	0.0000	6.17e-03	8.52e-03	up	yes
OR2K2	3.4123	2.4850	1.2154	7.71e-23	3.66e-22	up	yes
AICDA	3.4113	64.4950	38.0923	3.81e-55	6.62e-54	up	yes
ZPBP2	3.4107	43.7750	6.0462	4.57e-58	8.98e-57	up	yes
P2RX3	3.4100	16.1850	8.8308	1.27e-41	1.27e-40	up	yes
FRMPD2	3.4097	37.1750	11.9128	2.27e-40	2.16e-39	up	yes
TMEM232	3.4088	84.7750	29.9487	2.20e-75	1.13e-73	up	yes
APELA	3.4086	44.6350	11.5795	1.47e-58	2.98e-57	up	yes
TINCR	3.4074	48.1350	31.6410	6.27e-63	1.63e-61	up	yes
S100Z	3.4048	10.5750	4.0513	5.43e-28	3.21e-27	up	yes
OPHN1	3.4033	3247.2050	1559.5333	4.11e-80	2.81e-78	up	yes
CLEC4D	3.4029	38.7600	15.2308	1.60e-23	7.89e-23	up	yes
SEPTIN12	3.4015	3.6250	2.4410	6.33e-25	3.30e-24	up	yes
CPA5	3.4003	5.8900	2.4359	2.59e-29	1.61e-28	up	yes
RHOH	3.3997	771.7450	94.7795	5.37e-44	5.84e-43	up	yes
R3HDML	3.3979	5.9650	1.3026	9.40e-33	6.70e-32	up	yes
OR2C1	3.3963	3.7850	0.9590	1.80e-33	1.32e-32	up	yes
IGHV3OR16-17	3.3956	46.3050	1.7333	1.24e-07	2.46e-07	up	yes
MANSC4	3.3948	20.3050	6.9795	9.31e-60	2.01e-58	up	yes
MACC1	3.3948	259.9000	77.9487	1.45e-73	6.61e-72	up	yes
NEK5	3.3948	157.1500	88.4256	2.65e-73	1.18e-71	up	yes
CRP	3.3946	3.1400	2.7692	9.09e-17	3.18e-16	up	yes
CR1L	3.3907	20.5050	4.6718	3.05e-40	2.88e-39	up	yes
MS4A15	3.3903	1.5000	0.9282	2.26e-13	6.49e-13	up	yes
PTPRQ	3.3903	84.7550	24.7128	9.77e-34	7.21e-33	up	yes
RBP2	3.3893	17.5700	2.4359	9.85e-48	1.22e-46	up	yes
CXORF51A	3.3881	0.5200	0.0000	2.98e-04	4.60e-04	up	yes
ADH4	3.3843	94.6700	41.3590	1.21e-44	1.34e-43	up	yes
ZFP42	3.3842	60.4100	25.0564	8.29e-55	1.41e-53	up	yes
LENEP	3.3822	4.6000	1.2513	8.67e-38	7.46e-37	up	yes
GABBR2	3.3815	49.8700	17.3641	3.20e-38	2.79e-37	up	yes
OR1D2	3.3812	247.1700	57.4410	3.05e-59	6.45e-58	up	yes
CCKBR	3.3801	6.6350	1.9487	2.88e-27	1.66e-26	up	yes
UPB1	3.3800	84.4050	29.8051	2.67e-55	4.68e-54	up	yes
CELF3	3.3800	41.6950	11.1744	3.21e-69	1.12e-67	up	yes
HS6ST3	3.3792	41.4950	15.5231	1.63e-28	9.84e-28	up	yes
MROH9	3.3760	23.7950	10.1641	5.63e-26	3.08e-25	up	yes
TRIML2	3.3748	42.4700	19.2923	8.16e-56	1.47e-54	up	yes
ZNF850	3.3734	402.7100	151.2103	1.94e-90	2.47e-88	up	yes
NXNL2	3.3712	228.6650	62.1128	4.68e-86	4.46e-84	up	yes
PDC	3.3670	29.7900	5.1744	6.03e-40	5.64e-39	up	yes
