gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
APELA	-3.0274	22.0153	25.5610	2.37e-24	6.60e-23	down	yes
TECRL	-3.0268	28.7398	40.6341	1.91e-22	4.04e-21	down	yes
HOXB6	-3.0266	2.7296	27.9756	1.36e-21	2.53e-20	down	yes
C6ORF58	-3.0263	0.9031	2.5285	3.99e-11	2.31e-10	down	yes
IGFL3	-3.0257	1.0867	3.1138	1.40e-10	7.69e-10	down	yes
THSD4	-3.0255	23.2551	54.1951	2.41e-24	6.70e-23	down	yes
ADAM29	-3.0251	31.7653	36.9756	3.25e-29	1.88e-27	down	yes
TRHDE	-3.0242	24.7041	39.2764	3.73e-21	6.46e-20	down	yes
VSX1	-3.0216	11.8929	16.7236	6.08e-29	3.32e-27	down	yes
TAF11L11	-3.0212	1.4082	5.1951	1.75e-08	7.72e-08	down	yes
FKBP10	-3.0211	6.8061	90.5935	1.07e-22	2.36e-21	down	yes
MAT1A	-3.0199	0.8010	2.2927	1.20e-03	2.80e-03	down	yes
SSX4	-3.0197	0.3827	1.1951	8.79e-06	2.84e-05	down	yes
DOK5	-3.0190	2.9643	16.1138	1.30e-09	6.49e-09	down	yes
ADAM32	-3.0188	209.1888	328.5610	1.87e-28	9.25e-27	down	yes
SEPTIN12	-3.0178	2.0153	2.8211	3.03e-15	2.63e-14	down	yes
SCHIP1	-3.0164	36.2500	109.4065	3.12e-28	1.50e-26	down	yes
STEAP1	-3.0157	2.4082	59.6667	1.10e-08	4.95e-08	down	yes
UROC1	-3.0156	0.8418	3.7480	8.05e-09	3.69e-08	down	yes
OR2L8	-3.0116	0.2551	1.3089	4.28e-05	1.26e-04	down	yes
PRAMEF26	-3.0109	6.4796	8.1057	2.02e-15	1.79e-14	down	yes
HOXA6	-3.0106	1.7398	7.5610	4.33e-14	3.37e-13	down	yes
OR1D2	-3.0105	90.2959	109.3821	4.28e-27	1.75e-25	down	yes
IFNG	-3.0096	183.1378	13924.2602	2.27e-20	3.53e-19	down	yes
OR10G3	-3.0084	47.9847	94.6748	5.14e-30	3.39e-28	down	yes
KRT19	-3.0083	4.8520	46.4390	2.01e-05	6.16e-05	down	yes
CPA4	-3.0056	28.3163	18.2520	6.21e-21	1.05e-19	down	yes
FRMD7	-3.0053	0.9643	9.7480	5.51e-07	2.06e-06	down	yes
IL23R	-3.0051	30.7449	51.6748	5.62e-29	3.08e-27	down	yes
STK31	-3.0036	14.7398	26.2114	1.06e-31	9.86e-30	down	yes
FOXP2	-3.0035	76.8469	71.7561	1.05e-33	1.46e-31	down	yes
NKD2	-3.0029	0.3367	16.9919	2.16e-05	6.59e-05	down	yes
NPFFR2	-3.0012	0.8316	8.2276	1.35e-11	8.22e-11	down	yes
GLIS3	-3.0000	23.7092	54.3984	3.34e-24	9.12e-23	down	yes
PHKA1	-2.9998	9.7959	48.7154	5.74e-23	1.31e-21	down	yes
FANCD2OS	-2.9993	6.1786	10.2114	5.59e-17	5.83e-16	down	yes
FAM83A	-2.9991	19.7041	34.2683	8.01e-26	2.72e-24	down	yes
COL13A1	-2.9977	13.5918	30.4715	5.60e-17	5.83e-16	down	yes
C9ORF153	-2.9951	10.9031	19.2439	1.97e-25	6.34e-24	down	yes
ARHGAP29	-2.9949	112.9439	458.9756	1.15e-33	1.59e-31	down	yes
PIFO	-2.9946	10.1378	15.6016	9.36e-20	1.35e-18	down	yes
DSG3	-2.9919	107.7143	41.8130	6.89e-19	8.92e-18	down	yes
NLRP8	-2.9915	18.7041	12.7967	3.29e-17	3.52e-16	down	yes
CACNG1	-2.9912	0.7143	1.9512	5.96e-09	2.76e-08	down	yes
PAX9	-2.9906	2.5612	5.1301	1.72e-13	1.26e-12	down	yes
MUSK	-2.9903	7.3061	12.5528	9.65e-14	7.22e-13	down	yes
LSAMP	-2.9899	19.5816	38.3659	2.98e-27	1.25e-25	down	yes
RAG2	-2.9889	0.9388	9.7724	2.67e-10	1.42e-09	down	yes
LRRN4CL	-2.9867	19.2092	19.9593	6.70e-25	2.01e-23	down	yes
DRP2	-2.9852	3.4337	11.3171	5.81e-16	5.46e-15	down	yes
VRTN	-2.9849	13.7296	9.9350	9.69e-20	1.40e-18	down	yes
GAS2L2	-2.9842	1.1990	2.6667	1.57e-11	9.47e-11	down	yes
F9	-2.9835	0.2551	1.3496	2.89e-04	7.47e-04	down	yes
OR51Q1	-2.9823	0.2653	1.5203	4.23e-03	8.93e-03	down	yes
LGSN	-2.9818	32.2347	31.3333	3.37e-27	1.40e-25	down	yes
ANXA13	-2.9817	15.9031	23.4959	3.02e-21	5.29e-20	down	yes
CLVS1	-2.9816	20.3673	23.9350	1.59e-22	3.40e-21	down	yes
CNMD	-2.9814	1.1122	3.6748	9.98e-11	5.55e-10	down	yes
NNMT	-2.9809	12.6071	141.5691	1.38e-23	3.44e-22	down	yes
CD5L	-2.9797	1.5153	7.3821	1.95e-11	1.16e-10	down	yes
GALNT5	-2.9796	47.7092	55.0976	2.73e-27	1.16e-25	down	yes
MUC21	-2.9791	2.1939	12.4390	3.49e-09	1.66e-08	down	yes
FAP	-2.9791	4.8163	16.7073	5.73e-13	3.97e-12	down	yes
FREM2	-2.9778	15.5204	18.2114	9.24e-22	1.76e-20	down	yes
FBXO15	-2.9770	286.2245	520.7561	1.21e-31	1.12e-29	down	yes
CMYA5	-2.9764	12.8214	18.9350	1.23e-21	2.29e-20	down	yes
GDF6	-2.9757	1.7551	5.1870	4.91e-12	3.11e-11	down	yes
USP2	-2.9755	4.3061	11.4309	2.20e-22	4.61e-21	down	yes
RGS16	-2.9743	132.6173	412.2276	5.97e-38	1.99e-35	down	yes
SAMD5	-2.9743	44.0918	38.7886	2.31e-26	8.36e-25	down	yes
GRXCR2	-2.9740	0.1735	0.9106	3.65e-03	7.79e-03	down	yes
CFAP43	-2.9738	12.0255	12.4146	7.00e-19	9.05e-18	down	yes
PBK	-2.9720	25.1735	154.3740	2.94e-16	2.86e-15	down	yes
IL25	-2.9717	0.4643	1.3902	1.67e-03	3.80e-03	down	yes
OR6B1	-2.9698	2.7500	6.5203	6.74e-20	9.89e-19	down	yes
LRRTM4	-2.9683	9.1735	14.8699	1.23e-19	1.75e-18	down	yes
CARD18	-2.9678	19.8316	19.0732	3.65e-18	4.37e-17	down	yes
CERS3	-2.9659	8.7041	12.0163	3.22e-18	3.89e-17	down	yes
TBL1Y	-2.9651	0.0969	0.8862	5.81e-04	1.43e-03	down	yes
SLC5A11	-2.9643	2.1786	3.2927	3.70e-09	1.76e-08	down	yes
CD34	-2.9641	34.7755	397.3740	3.13e-34	4.72e-32	down	yes
CCDC113	-2.9639	44.4286	51.1545	1.05e-33	1.46e-31	down	yes
DCD	-2.9636	2.3776	21.5935	2.57e-19	3.52e-18	down	yes
OR5A1	-2.9625	77.1582	85.4553	4.22e-25	1.30e-23	down	yes
PRR23A	-2.9619	22.4439	14.2846	4.41e-16	4.21e-15	down	yes
TBX2	-2.9615	0.8010	4.4553	9.97e-07	3.61e-06	down	yes
ROPN1	-2.9600	1.9337	4.7073	2.12e-11	1.26e-10	down	yes
IGSF1	-2.9586	20.3316	18.5447	2.79e-21	4.92e-20	down	yes
GPR156	-2.9579	2.0867	3.7154	9.49e-12	5.84e-11	down	yes
ID4	-2.9575	3.8469	7.8374	4.93e-17	5.16e-16	down	yes
OR51L1	-2.9575	13.7857	23.0650	7.07e-25	2.12e-23	down	yes
MANSC4	-2.9564	8.9745	13.4715	3.01e-24	8.27e-23	down	yes
FEZ1	-2.9564	92.0204	292.9756	1.70e-46	2.53e-43	down	yes
GPR12	-2.9561	9.4592	9.7480	3.84e-21	6.64e-20	down	yes
IFNA21	-2.9560	0.7551	0.7154	1.59e-04	4.27e-04	down	yes
SCN2A	-2.9555	73.1531	130.2846	9.11e-26	3.07e-24	down	yes
A1CF	-2.9546	14.6378	19.3333	2.37e-20	3.68e-19	down	yes
CYP24A1	-2.9529	9.2347	7.3008	7.45e-18	8.63e-17	down	yes
CCL3	-2.9513	341.3214	5069.4390	1.82e-15	1.63e-14	down	yes
CDK15	-2.9488	10.8776	10.8943	1.21e-16	1.22e-15	down	yes
OR51B5	-2.9486	18.7908	14.2358	1.38e-20	2.21e-19	down	yes
RNF152	-2.9474	26.9541	77.7561	1.31e-35	2.55e-33	down	yes
DUOX2	-2.9463	95.2704	49.5610	8.59e-17	8.82e-16	down	yes
CSMD3	-2.9458	44.6837	71.7154	2.19e-23	5.35e-22	down	yes
NR5A2	-2.9455	53.5561	58.2683	9.82e-33	1.16e-30	down	yes
NTNG1	-2.9438	21.0918	26.6911	8.83e-24	2.25e-22	down	yes
AMER2	-2.9436	17.1173	24.0244	1.45e-22	3.12e-21	down	yes
ELF5	-2.9410	11.7500	14.8049	2.61e-22	5.39e-21	down	yes
CCDC197	-2.9405	3.3112	3.8130	3.95e-13	2.78e-12	down	yes
H4C13	-2.9392	11.7449	32.9350	1.02e-07	4.16e-07	down	yes
APCDD1L	-2.9384	3.1582	19.3659	2.61e-11	1.54e-10	down	yes
GOLGA6L2	-2.9381	5.2806	7.4715	4.34e-23	1.01e-21	down	yes
TERB2	-2.9378	5.5255	6.8537	4.56e-19	6.07e-18	down	yes
SPDYE15	-2.9376	4.3214	10.4553	5.27e-04	1.31e-03	down	yes
EFCC1	-2.9369	4.7551	16.3902	8.26e-19	1.07e-17	down	yes
TDRD12	-2.9368	37.1684	32.3740	2.79e-28	1.35e-26	down	yes
HOXA3	-2.9367	7.2806	18.0407	6.60e-21	1.11e-19	down	yes
HECW1	-2.9353	17.5816	21.1870	4.42e-24	1.18e-22	down	yes
NT5C1A	-2.9312	39.1276	41.2602	2.71e-31	2.30e-29	down	yes
OR8H1	-2.9287	22.1888	16.6829	3.63e-21	6.30e-20	down	yes
C20ORF202	-2.9272	3.1071	3.3496	6.74e-18	7.85e-17	down	yes
C12ORF50	-2.9270	106.7551	129.0244	3.91e-27	1.61e-25	down	yes
HNF1A	-2.9264	9.8265	11.4228	1.82e-17	2.02e-16	down	yes
ZNF705A	-2.9263	2.2602	2.8049	7.18e-13	4.92e-12	down	yes
SEMA6D	-2.9262	27.6939	19.8943	6.74e-18	7.86e-17	down	yes
HOXD8	-2.9258	1.6122	8.3089	2.00e-05	6.15e-05	down	yes
CLDN2	-2.9257	1.5612	2.4472	5.58e-09	2.60e-08	down	yes
RAET1E	-2.9254	48.3214	40.3577	2.29e-27	9.81e-26	down	yes
RGS11	-2.9229	3.9490	8.2358	5.81e-18	6.83e-17	down	yes
EXD1	-2.9223	11.7806	13.9106	1.27e-19	1.80e-18	down	yes
ANKRD62	-2.9218	21.4286	28.6585	1.12e-22	2.45e-21	down	yes
TCF23	-2.9213	61.3776	59.0000	1.11e-23	2.78e-22	down	yes
RTBDN	-2.9212	7.8827	7.5366	2.99e-22	6.12e-21	down	yes
SLCO1A2	-2.9210	32.7653	33.7154	1.82e-21	3.33e-20	down	yes
AGBL1	-2.9209	38.8571	25.6992	7.22e-22	1.39e-20	down	yes
PAQR9	-2.9195	53.4643	56.4390	5.91e-28	2.76e-26	down	yes
MAP1LC3C	-2.9189	6.4286	7.4634	1.14e-21	2.13e-20	down	yes
PLA2G4E	-2.9169	8.8469	7.0813	2.14e-20	3.35e-19	down	yes
NKAIN3	-2.9166	522.7143	549.5610	7.99e-30	5.02e-28	down	yes
COLEC11	-2.9160	5.2755	7.8943	1.56e-17	1.75e-16	down	yes
SPTBN4	-2.9138	9.0969	20.1463	6.67e-27	2.63e-25	down	yes
HPSE2	-2.9130	2.4082	6.8455	7.61e-14	5.76e-13	down	yes
MUCL1	-2.9126	24.6071	20.5528	6.01e-23	1.37e-21	down	yes
C17ORF78	-2.9115	0.9031	2.0894	4.24e-12	2.70e-11	down	yes
RBFOX1	-2.9100	93.6582	75.1626	5.12e-32	5.43e-30	down	yes
OR51E2	-2.9098	11.4133	11.6504	3.44e-22	6.94e-21	down	yes
GABRG2	-2.9095	95.9694	135.7967	4.35e-30	2.89e-28	down	yes
FGF7	-2.9077	19.6735	37.5366	1.13e-24	3.31e-23	down	yes
GRM6	-2.9069	56.0000	56.7236	4.88e-26	1.70e-24	down	yes
SLC5A1	-2.9065	9.2041	14.1382	1.14e-15	1.04e-14	down	yes
SULT1E1	-2.9065	4.9541	7.4878	5.83e-17	6.05e-16	down	yes
CDC20B	-2.9046	21.3724	29.4472	3.99e-29	2.26e-27	down	yes
ARHGEF38	-2.9040	46.4745	35.5366	1.80e-25	5.83e-24	down	yes
TRIM49D1	-2.9033	77.0663	82.5122	2.14e-24	6.00e-23	down	yes
FAM187B	-2.9022	1.9694	1.0488	4.39e-06	1.47e-05	down	yes
CASR	-2.9020	48.3265	61.3740	4.45e-29	2.48e-27	down	yes
ADGRG6	-2.9014	10.4490	80.2114	1.38e-19	1.95e-18	down	yes
GREB1	-2.8997	47.6224	53.8780	4.11e-33	5.12e-31	down	yes
FAM83B	-2.8988	26.7092	23.2114	1.42e-25	4.67e-24	down	yes
PKD1L1	-2.8987	41.0000	54.8455	4.14e-31	3.32e-29	down	yes
FOXB2	-2.8985	0.3827	0.4146	2.56e-03	5.65e-03	down	yes
IRGC	-2.8982	0.7449	1.2114	7.39e-08	3.05e-07	down	yes
GRAMD2A	-2.8976	17.6224	19.5610	2.55e-22	5.29e-21	down	yes
FSD2	-2.8973	84.7704	49.2927	4.67e-24	1.24e-22	down	yes
SCN11A	-2.8972	16.9796	28.3984	6.29e-31	4.84e-29	down	yes
DCLK1	-2.8972	20.1071	24.3577	9.25e-19	1.18e-17	down	yes
HTR1D	-2.8966	22.6327	16.0650	3.12e-22	6.36e-21	down	yes
WIPF3	-2.8961	25.6735	21.6098	3.72e-28	1.78e-26	down	yes
SFTPA2	-2.8956	0.4898	4.5691	1.30e-04	3.54e-04	down	yes
ABCC9	-2.8949	443.2449	251.4715	2.43e-24	6.72e-23	down	yes
ROS1	-2.8931	19.6276	21.4472	3.31e-23	7.89e-22	down	yes
ENPP1	-2.8917	50.8112	56.7398	1.06e-31	9.86e-30	down	yes
RNF150	-2.8917	13.6939	22.9187	1.87e-29	1.12e-27	down	yes
NDFIP2	-2.8903	134.6633	524.1138	2.46e-42	2.07e-39	down	yes
GLRA3	-2.8889	15.1071	17.4878	7.23e-21	1.20e-19	down	yes
SHANK3	-2.8876	104.5918	210.8537	5.91e-31	4.56e-29	down	yes
PLAT	-2.8868	43.8112	253.3821	2.22e-36	5.10e-34	down	yes
IGF2	-2.8863	12.9898	302.1951	8.05e-15	6.74e-14	down	yes
SCARA5	-2.8832	22.8010	10.9431	1.19e-15	1.08e-14	down	yes
TMC3	-2.8823	8.8622	17.5285	5.45e-22	1.07e-20	down	yes
OR7D4	-2.8815	71.5561	53.4878	3.61e-24	9.81e-23	down	yes
NANOGNB	-2.8807	10.6582	6.5935	1.67e-13	1.22e-12	down	yes
RGR	-2.8802	33.0969	39.6016	1.58e-20	2.52e-19	down	yes
BCAR1	-2.8801	2.2806	103.6829	2.72e-10	1.45e-09	down	yes
MMRN2	-2.8799	12.3724	441.0813	1.22e-25	4.03e-24	down	yes
LYPD1	-2.8792	14.6735	39.7073	1.02e-22	2.25e-21	down	yes
RANBP17	-2.8790	40.2194	85.6667	1.14e-25	3.81e-24	down	yes
EFS	-2.8788	0.2857	30.9593	4.74e-04	1.19e-03	down	yes
SCN1A	-2.8775	15.5969	26.9350	2.07e-19	2.86e-18	down	yes
TEAD3	-2.8774	8.4031	21.0569	5.84e-26	2.00e-24	down	yes
MALRD1	-2.8773	4.0663	10.9106	1.63e-07	6.48e-07	down	yes
KLF15	-2.8766	242.3469	325.9675	3.82e-18	4.56e-17	down	yes
ARMH4	-2.8763	22.8776	49.8211	2.72e-27	1.16e-25	down	yes
FAM166A	-2.8760	44.4184	46.7967	1.16e-17	1.31e-16	down	yes
EML1	-2.8752	53.1633	105.3171	4.09e-29	2.30e-27	down	yes
SPAAR	-2.8750	10.9745	26.3821	1.36e-25	4.49e-24	down	yes
SLC36A3	-2.8737	16.3163	14.6260	4.24e-25	1.31e-23	down	yes
FEZF2	-2.8733	13.9286	46.4959	1.40e-08	6.24e-08	down	yes
MOV10L1	-2.8727	11.1276	19.2683	2.95e-20	4.52e-19	down	yes
NDNF	-2.8719	6.1429	43.5528	3.47e-21	6.04e-20	down	yes
CLDN3	-2.8718	1.8673	13.3008	2.73e-11	1.60e-10	down	yes
TNFSF11	-2.8684	7.5561	18.2602	1.88e-24	5.32e-23	down	yes
SHC3	-2.8675	4.1786	16.1138	1.02e-18	1.30e-17	down	yes
C8ORF34	-2.8672	43.1276	33.9268	4.47e-21	7.65e-20	down	yes
IYD	-2.8670	46.1582	46.3902	1.38e-26	5.23e-25	down	yes
INSYN1	-2.8669	30.8622	30.1220	5.39e-24	1.42e-22	down	yes
SKOR2	-2.8659	2.6378	4.2602	2.23e-07	8.74e-07	down	yes
PRDM13	-2.8658	0.4694	2.0650	1.12e-06	4.03e-06	down	yes
CFAP69	-2.8650	200.5612	223.3984	1.14e-29	7.05e-28	down	yes
FAM171B	-2.8642	20.3929	50.4228	3.46e-33	4.45e-31	down	yes
TPH2	-2.8632	92.4133	111.2846	4.19e-27	1.72e-25	down	yes
RBM24	-2.8625	0.9847	9.4553	1.02e-05	3.28e-05	down	yes
TLL2	-2.8621	17.3724	26.2927	1.98e-26	7.27e-25	down	yes
OR2L5	-2.8617	1.6633	4.0163	3.87e-10	2.03e-09	down	yes
INMT	-2.8614	72.5357	69.7724	2.48e-30	1.72e-28	down	yes
CSRP3	-2.8605	1.2806	2.9024	1.38e-12	9.15e-12	down	yes
THRSP	-2.8594	1.1378	3.2033	1.11e-10	6.13e-10	down	yes
MOCOS	-2.8593	30.2704	31.7073	2.63e-34	4.03e-32	down	yes
MND1	-2.8588	41.7194	64.1301	1.34e-20	2.15e-19	down	yes
IGDCC4	-2.8588	4.8776	6.9512	3.86e-20	5.83e-19	down	yes
CPHXL2	-2.8580	4.9286	9.9431	3.89e-11	2.25e-10	down	yes
SYT14	-2.8577	114.9949	95.4797	1.59e-31	1.42e-29	down	yes
FBXW10B	-2.8576	47.2704	48.2276	2.43e-21	4.33e-20	down	yes
C4ORF47	-2.8566	6.6327	28.1220	4.12e-16	3.95e-15	down	yes
CEP112	-2.8562	47.8776	74.4065	5.78e-33	7.06e-31	down	yes
OR2G6	-2.8559	69.0663	63.4146	3.56e-23	8.44e-22	down	yes
TUBB1	-2.8553	15673.5612	7094.6992	1.09e-14	8.95e-14	down	yes
WDR64	-2.8551	12.0714	10.9350	1.16e-17	1.31e-16	down	yes
METTL21C	-2.8550	2.6173	6.5691	1.94e-11	1.16e-10	down	yes
GRK7	-2.8550	41.0306	32.7642	2.76e-23	6.67e-22	down	yes
SYT7	-2.8544	0.9592	7.8780	2.69e-09	1.30e-08	down	yes
CCDC198	-2.8542	28.3316	23.1382	8.64e-20	1.25e-18	down	yes
KLHL41	-2.8534	3.2806	13.5772	2.27e-14	1.81e-13	down	yes
PTH1R	-2.8526	0.4643	2.7805	2.66e-07	1.03e-06	down	yes
ITIH5	-2.8505	62.3724	59.9593	6.75e-28	3.11e-26	down	yes
TRIM29	-2.8495	2.0510	5.4634	8.05e-13	5.50e-12	down	yes
FBXW10	-2.8489	34.8827	25.5610	2.01e-17	2.22e-16	down	yes
SLC22A9	-2.8485	11.8163	11.5691	2.33e-18	2.86e-17	down	yes
PYCR1	-2.8481	48.5918	316.6748	3.77e-17	4.00e-16	down	yes
TMPRSS11D	-2.8474	3.2092	6.0000	9.32e-09	4.24e-08	down	yes
AQP7	-2.8473	7.6224	14.8943	4.60e-19	6.12e-18	down	yes
C7	-2.8466	24.6173	27.7236	4.56e-19	6.07e-18	down	yes
LHX1	-2.8446	0.9898	1.7480	1.02e-07	4.15e-07	down	yes
SLC25A27	-2.8442	7.4847	15.5691	1.16e-16	1.18e-15	down	yes
ELN	-2.8439	49.4184	87.9837	4.01e-30	2.69e-28	down	yes
ADCY10	-2.8439	5.6990	13.1707	9.86e-16	9.03e-15	down	yes
ANKRD33	-2.8434	0.3265	6.1870	1.93e-03	4.36e-03	down	yes
DPP6	-2.8420	24.5663	43.5854	2.14e-27	9.20e-26	down	yes
GAREM1	-2.8415	22.1327	27.7642	3.58e-23	8.47e-22	down	yes
OR6C4	-2.8401	33.9643	23.5935	2.74e-17	2.96e-16	down	yes
ENOX1	-2.8398	14.0306	25.1626	7.78e-30	4.90e-28	down	yes
SLC35F4	-2.8385	8.7959	8.1545	1.60e-16	1.59e-15	down	yes
ARHGEF33	-2.8384	4.6020	15.0000	2.18e-18	2.68e-17	down	yes
GPR137C	-2.8370	57.6122	73.5447	2.32e-31	2.00e-29	down	yes
GUCA1A	-2.8344	11.3010	11.6911	1.72e-21	3.17e-20	down	yes
TLX2	-2.8341	3.4286	3.1707	3.21e-13	2.29e-12	down	yes
CYP2C9	-2.8341	32.6122	44.0976	3.94e-22	7.90e-21	down	yes
CABP1	-2.8339	14.0357	17.2276	1.12e-25	3.74e-24	down	yes
ART3	-2.8328	26.1378	23.4228	4.19e-23	9.81e-22	down	yes
EFCAB3	-2.8322	19.6276	45.0325	2.54e-17	2.76e-16	down	yes
TBR1	-2.8317	7.9745	11.0569	2.34e-21	4.20e-20	down	yes
OTX2	-2.8297	0.5051	4.0650	1.15e-03	2.69e-03	down	yes
KLHDC7A	-2.8278	2.8061	4.9187	1.75e-08	7.72e-08	down	yes
TSGA13	-2.8276	13.4541	9.7642	1.07e-12	7.16e-12	down	yes
MAB21L4	-2.8268	6.4286	7.3008	9.99e-17	1.02e-15	down	yes
KCNQ3	-2.8266	11.2449	17.3333	1.31e-21	2.44e-20	down	yes
C10ORF67	-2.8251	21.1327	36.5528	5.71e-26	1.96e-24	down	yes
SAXO1	-2.8242	19.9949	26.0163	1.82e-21	3.33e-20	down	yes
DNAH8	-2.8229	23.8776	72.8130	2.27e-17	2.49e-16	down	yes
ADAMTS16	-2.8224	12.3724	22.0488	9.51e-21	1.56e-19	down	yes
GYPA	-2.8221	76.2500	116.8455	2.93e-23	7.05e-22	down	yes
RFX8	-2.8221	6.3010	16.4228	1.06e-19	1.51e-18	down	yes
LRTM1	-2.8208	9.7194	21.8780	6.72e-16	6.28e-15	down	yes
KIT	-2.8203	67.5765	442.3171	4.43e-31	3.52e-29	down	yes
OR8A1	-2.8196	65.8622	86.0000	7.44e-23	1.67e-21	down	yes
PGLYRP3	-2.8194	11.4388	24.8374	8.18e-18	9.44e-17	down	yes
PCDHB1	-2.8191	111.0867	106.7561	1.21e-35	2.39e-33	down	yes
AADACL3	-2.8182	3.1888	5.5935	1.53e-10	8.35e-10	down	yes
F10	-2.8167	1.0408	4.4390	7.83e-13	5.35e-12	down	yes
NEK2	-2.8164	52.0765	112.1463	2.65e-31	2.26e-29	down	yes
IRS4	-2.8144	10.9439	10.6016	6.28e-21	1.06e-19	down	yes
CCDC169	-2.8140	99.8469	146.5610	4.38e-23	1.02e-21	down	yes
CYP4A11	-2.8137	3.1837	5.7967	5.07e-14	3.92e-13	down	yes
NPW	-2.8125	5.1276	17.0081	1.32e-18	1.66e-17	down	yes
FERMT1	-2.8120	65.5204	60.1301	1.07e-25	3.58e-24	down	yes
CACNA1D	-2.8113	100.6582	125.6423	6.26e-25	1.89e-23	down	yes
KLRF2	-2.8112	1.5000	1.6911	1.13e-06	4.07e-06	down	yes
VWA2	-2.8111	25.9847	26.4797	4.97e-25	1.53e-23	down	yes
LDHAL6B	-2.8111	2.4490	5.5772	5.95e-12	3.74e-11	down	yes
GDA	-2.8108	33.1224	34.2195	9.66e-33	1.14e-30	down	yes
CLDN11	-2.8106	28.7143	65.8049	3.08e-31	2.55e-29	down	yes
DEFB105A	-2.8096	26.5561	24.1301	5.45e-25	1.66e-23	down	yes
HCN1	-2.8093	18.2959	22.1463	2.70e-22	5.57e-21	down	yes
XIRP1	-2.8089	1.3061	52.5610	5.68e-09	2.64e-08	down	yes
PCDHB16	-2.8087	20.4745	29.6179	5.51e-23	1.27e-21	down	yes
FBLN1	-2.8081	25.2347	75.8211	2.42e-24	6.72e-23	down	yes
VEGFC	-2.8078	5.5102	39.7642	9.72e-10	4.89e-09	down	yes
PRG2	-2.8071	10.6276	178.3577	4.74e-13	3.31e-12	down	yes
NTM	-2.8067	10.3265	11.6829	2.65e-11	1.56e-10	down	yes
SPARCL1	-2.8051	4.8265	8.7398	6.01e-13	4.15e-12	down	yes
LMOD1	-2.8045	3.5306	8.3008	1.09e-11	6.69e-11	down	yes
PHLDB1	-2.8031	161.1122	307.8130	1.24e-47	2.17e-44	down	yes
ST6GALNAC5	-2.8016	1.2500	2.1463	1.16e-06	4.18e-06	down	yes
SLC30A8	-2.8010	12.0051	13.1626	2.50e-18	3.05e-17	down	yes
POU3F2	-2.8002	2.1327	4.8455	3.12e-12	2.01e-11	down	yes
UGT1A6	-2.7994	0.4388	2.5772	6.24e-08	2.59e-07	down	yes
GHSR	-2.7991	3.7041	4.7805	2.52e-13	1.81e-12	down	yes
PIWIL2	-2.7989	19.4337	24.6341	5.63e-27	2.26e-25	down	yes
TMEM215	-2.7984	0.4184	1.8049	3.94e-03	8.35e-03	down	yes
SELE	-2.7977	3.2041	94.1057	1.70e-08	7.53e-08	down	yes
TRABD2B	-2.7977	0.3929	2.3577	4.34e-04	1.09e-03	down	yes
CFAP161	-2.7969	108.7194	66.9675	2.00e-12	1.31e-11	down	yes
CCDC122	-2.7966	329.3673	299.0976	3.05e-33	3.97e-31	down	yes
PCSK1	-2.7963	4.0459	29.9431	4.76e-11	2.73e-10	down	yes
SLC38A4	-2.7960	8.8571	14.3821	1.03e-09	5.19e-09	down	yes
NALF1	-2.7957	43.0867	29.1707	6.46e-19	8.39e-18	down	yes
GATA6	-2.7954	5.4082	40.4065	8.74e-16	8.03e-15	down	yes
PITX1	-2.7937	19.4847	30.5366	5.68e-30	3.70e-28	down	yes
SHISA9	-2.7935	120.6684	103.9024	7.46e-29	4.02e-27	down	yes
GJD2	-2.7932	3.0867	71.5854	1.93e-15	1.71e-14	down	yes
ZNF114	-2.7928	16.8622	25.6098	3.56e-30	2.42e-28	down	yes
OR1A1	-2.7927	114.4949	140.0650	1.18e-21	2.21e-20	down	yes
AMPD1	-2.7924	1.8316	7.4878	4.70e-06	1.57e-05	down	yes
CACNG5	-2.7924	37.8827	51.2033	1.66e-26	6.15e-25	down	yes
TCF24	-2.7920	4.9286	6.0081	5.65e-13	3.92e-12	down	yes
ARL14EPL	-2.7899	1.1327	2.3496	1.15e-07	4.66e-07	down	yes
VSTM4	-2.7884	63.9694	60.0081	4.69e-30	3.11e-28	down	yes
LMO1	-2.7874	0.3776	2.5041	1.87e-05	5.77e-05	down	yes
CFHR4	-2.7874	47.1224	25.6179	3.86e-17	4.09e-16	down	yes
LCN6	-2.7872	0.6837	9.7724	1.82e-07	7.22e-07	down	yes
NRARP	-2.7861	19.1735	128.1545	1.34e-18	1.68e-17	down	yes
CLEC19A	-2.7861	64.4490	41.1545	1.50e-26	5.61e-25	down	yes
IL12B	-2.7856	53.3367	415.9024	5.27e-23	1.21e-21	down	yes
OR2F1	-2.7856	6.6020	11.6748	4.91e-16	4.66e-15	down	yes
MLIP	-2.7854	26.5306	31.8455	2.31e-17	2.52e-16	down	yes
ULBP3	-2.7846	107.9541	105.5285	6.31e-39	2.48e-36	down	yes
CAGE1	-2.7846	26.5663	29.4472	1.21e-18	1.53e-17	down	yes
PCDH11Y	-2.7844	29.3571	30.6260	8.67e-20	1.26e-18	down	yes
DAND5	-2.7840	30.3622	24.7236	2.45e-21	4.36e-20	down	yes
KCNN2	-2.7835	4.1224	34.1951	1.92e-10	1.04e-09	down	yes
MYBPHL	-2.7834	1.3622	3.6016	1.61e-06	5.69e-06	down	yes
