gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
SYT17	2.0292	128.9114	128.5263	7.13e-09	1.39e-07	up	yes
KRT12	2.0277	0.7658	0.8421	2.18e-04	1.10e-03	up	yes
CHIT1	2.0259	46.9304	25.4386	1.96e-09	4.36e-08	up	yes
ARHGAP25	2.0254	115.0380	179.3860	1.03e-07	1.42e-06	up	yes
KCNH7	2.0249	3.5570	4.8596	2.86e-04	1.39e-03	up	yes
PDCD1	2.0248	4.6646	7.6316	6.64e-04	2.84e-03	up	yes
GATA1	2.0241	2.4051	1.9123	2.64e-04	1.30e-03	up	yes
ARHGAP27	2.0228	121.8544	120.4211	2.09e-12	9.48e-11	up	yes
FAM177B	2.0222	14.1772	16.8596	8.24e-07	8.79e-06	up	yes
SVOPL	2.0205	2.5633	9.3333	5.64e-04	2.47e-03	up	yes
C3AR1	2.0179	406.5063	498.7544	7.81e-06	6.31e-05	up	yes
POU6F2	2.0173	9.8987	11.6316	4.30e-07	5.00e-06	up	yes
HRH2	2.0156	47.2089	68.2281	9.75e-07	1.02e-05	up	yes
GBA3	2.0142	1.5570	1.7544	5.45e-04	2.41e-03	up	yes
ANO1	2.0139	145.0190	242.8596	1.89e-10	5.46e-09	up	yes
ACKR4	2.0122	839.0127	349.0175	5.43e-11	1.78e-09	up	yes
GPR88	2.0087	181.8797	228.6491	8.44e-09	1.61e-07	up	yes
FOXE1	2.0079	4.8228	6.5088	1.46e-07	1.97e-06	up	yes
UTP14C	2.0078	81.5506	44.6316	9.94e-04	4.00e-03	up	yes
UPK3B	2.0062	2.2468	1.6842	5.67e-08	8.50e-07	up	yes
WDR74	2.0051	787.6076	1902.5263	4.09e-11	1.38e-09	up	yes
MSMP	2.0039	877.2975	4653.4912	4.65e-05	2.92e-04	up	yes
ITIH3	2.0037	15.1266	19.5439	1.40e-08	2.52e-07	up	yes
MMP23B	2.0028	65.8861	217.4386	5.42e-08	8.19e-07	up	yes
WNT6	2.0026	2.0949	7.8070	1.22e-03	4.77e-03	up	yes
MS4A4A	2.0006	670.8734	685.9649	3.22e-06	2.93e-05	up	yes
CXCL5	-5.8660	27.6329	652.0000	1.23e-37	2.94e-34	down	yes
CSF3	-5.2607	1.8544	420.5439	6.18e-19	1.30e-16	down	yes
H4C11	-5.1360	4.3608	142.3158	2.03e-03	7.34e-03	down	yes
IL1B	-4.9272	174.0633	1980.4386	3.48e-35	7.40e-32	down	yes
SELE	-4.6179	56.3734	5656.0877	8.09e-10	2.00e-08	down	yes
CXCL8	-4.5675	1679.6076	25542.3509	4.24e-22	1.89e-19	down	yes
CCKAR	-4.4712	21.0190	854.7719	8.06e-23	4.18e-20	down	yes
H2AC16	-4.2617	13.1013	284.9298	1.98e-13	1.22e-11	down	yes
EREG	-4.2576	176.4937	8277.7719	3.28e-39	1.05e-35	down	yes
CXCL3	-4.2400	450.9114	5526.5614	1.82e-22	8.73e-20	down	yes
H3C8	-4.1760	10.4114	225.1754	2.32e-12	1.04e-10	down	yes
H3C3	-4.1497	16.4051	292.9123	4.76e-10	1.24e-08	down	yes
H3C2	-4.1325	30.0190	547.0000	1.52e-09	3.52e-08	down	yes
H2BC17	-4.1196	13.5886	212.1228	1.92e-12	8.71e-11	down	yes
H2AC14	-4.0588	15.1139	243.5789	4.87e-12	2.01e-10	down	yes
ESM1	-3.9548	161.9051	1678.2456	7.40e-21	2.53e-18	down	yes
H2BC14	-3.9444	7.3101	126.7544	9.00e-10	2.19e-08	down	yes
H3C15	-3.8810	18.8987	517.3684	2.09e-08	3.61e-07	down	yes
CXCL2	-3.8379	467.2658	7051.1053	1.96e-19	4.64e-17	down	yes
IL6	-3.8225	400.8481	8274.2807	3.54e-21	1.33e-18	down	yes
SERPINA9	-3.7739	3.0253	34.4912	8.86e-14	6.00e-12	down	yes
H1-5	-3.7445	58.7848	1017.2982	1.92e-08	3.35e-07	down	yes
SERPINB2	-3.7273	12.2025	160.5789	1.95e-09	4.35e-08	down	yes
SPINK6	-3.6509	0.9684	13.4737	6.96e-13	3.58e-11	down	yes
H3C12	-3.6385	7.6772	146.1228	3.36e-10	9.17e-09	down	yes
AREG	-3.6366	73.1582	935.5439	2.47e-13	1.47e-11	down	yes
HES5	-3.5890	0.1519	25.5263	7.15e-04	3.03e-03	down	yes
KRT19	-3.5455	31.9873	787.8246	1.18e-20	3.85e-18	down	yes
H2BC13	-3.5114	8.7848	125.9123	8.62e-12	3.35e-10	down	yes
MT1A	-3.4718	100.6456	2120.5263	8.64e-22	3.60e-19	down	yes
H2AC17	-3.4461	21.4810	358.3333	2.72e-12	1.20e-10	down	yes
CXCL1	-3.3864	550.6139	10502.8246	1.47e-14	1.17e-12	down	yes
IFNG	-3.3499	15.2089	91.4035	3.22e-07	3.91e-06	down	yes
CA9	-3.3377	62.4177	841.9123	1.24e-12	5.95e-11	down	yes
H3C11	-3.3288	13.5000	153.2105	2.81e-07	3.47e-06	down	yes
PF4V1	-3.3271	5.5063	42.2456	4.13e-17	5.82e-15	down	yes
SERPINB4	-3.1979	0.3608	4.4386	9.92e-04	4.00e-03	down	yes
H2BC10	-3.1842	16.2785	213.1579	1.13e-06	1.16e-05	down	yes
PRSS3	-3.1815	7.8291	48.1053	5.62e-15	5.01e-13	down	yes
IL1A	-3.1612	10.7468	103.5614	1.63e-15	1.65e-13	down	yes
H2AC13	-3.1168	18.6203	344.5965	2.52e-10	7.12e-09	down	yes
CXCL6	-3.1056	403.7089	4094.7719	1.02e-08	1.89e-07	down	yes
H2AC12	-3.0741	20.5823	277.0702	5.40e-08	8.16e-07	down	yes
C5ORF46	-3.0610	1.2152	13.8070	1.15e-10	3.50e-09	down	yes
TCIM	-3.0253	81.6076	2537.9825	4.73e-06	4.09e-05	down	yes
TFPI2	-2.9987	633.5443	3164.4737	4.32e-13	2.38e-11	down	yes
CCL20	-2.9690	3654.0696	4744.4737	2.37e-09	5.18e-08	down	yes
C15ORF48	-2.9477	204.4873	1520.2105	4.49e-13	2.45e-11	down	yes
TNFAIP3	-2.8935	670.1646	10820.0175	1.25e-45	5.99e-42	down	yes
ADAMTS4	-2.7885	208.8734	5181.8070	2.86e-22	1.30e-19	down	yes
CH25H	-2.7883	109.7848	912.0000	3.84e-18	6.81e-16	down	yes
ALOX15B	-2.7551	4.6962	53.6491	1.92e-15	1.92e-13	down	yes
CSF2	-2.7153	1.7215	22.8246	4.48e-09	9.12e-08	down	yes
H2AC7	-2.7115	14.4873	118.3684	3.18e-04	1.52e-03	down	yes
H2BC3	-2.6984	14.3481	142.1404	4.94e-05	3.07e-04	down	yes
CDH2	-2.6872	125.0506	712.3684	9.45e-19	1.83e-16	down	yes
MT2A	-2.6390	51396.1013	257266.6491	2.45e-22	1.15e-19	down	yes
H4C13	-2.6179	8.1582	46.9825	2.13e-03	7.63e-03	down	yes
H2BC8	-2.6093	19.1456	173.1930	1.91e-06	1.84e-05	down	yes
ICOS	-2.5906	5.6646	155.7719	2.60e-04	1.28e-03	down	yes
H2AC4	-2.5615	9.8228	107.1754	3.51e-05	2.28e-04	down	yes
GHSR	-2.5520	1.8418	55.2632	5.28e-07	6.00e-06	down	yes
SERPINE1	-2.5423	9127.5127	56902.4386	5.09e-15	4.62e-13	down	yes
H3C4	-2.5174	23.3924	197.9123	1.69e-05	1.22e-04	down	yes
LRRC69	-2.5083	516.7278	10053.8596	3.18e-10	8.70e-09	down	yes
PEDS1-UBE2V1	-2.5044	38.3101	270.7719	9.13e-09	1.73e-07	down	yes
SLC10A6	-2.4743	4.3481	154.3333	1.28e-07	1.75e-06	down	yes
MT1G	-2.4723	2170.2025	8341.2632	4.42e-08	6.85e-07	down	yes
H1-1	-2.4588	22.8418	582.7544	1.62e-04	8.58e-04	down	yes
FSCN3	-2.4565	283.6392	1366.7719	1.29e-06	1.31e-05	down	yes
KRT81	-2.4495	3.9810	33.4386	2.37e-09	5.18e-08	down	yes
MFSD2A	-2.4097	65.6392	750.9474	6.08e-19	1.29e-16	down	yes
HAS1	-2.3818	424.2722	5741.4035	2.23e-07	2.85e-06	down	yes
H2AC8	-2.3801	19.8481	194.1579	7.78e-06	6.30e-05	down	yes
ORM1	-2.3763	27.7089	43.9474	2.69e-04	1.32e-03	down	yes
H2AC11	-2.3524	34.1835	528.4386	2.76e-10	7.69e-09	down	yes
H3C10	-2.3383	33.5506	279.5614	6.10e-11	1.98e-09	down	yes
SLC38A5	-2.3356	275.0253	1154.6140	1.18e-16	1.53e-14	down	yes
H2BC11	-2.3298	77.3797	517.3860	1.65e-12	7.66e-11	down	yes
BCL2A1	-2.3256	142.1962	602.4211	1.13e-09	2.69e-08	down	yes
ELN	-2.3254	10944.3101	42979.3333	6.07e-14	4.36e-12	down	yes
BCL11B	-2.3089	34.7342	791.5614	9.17e-07	9.68e-06	down	yes
H4C1	-2.2863	12.1519	167.7719	3.58e-04	1.68e-03	down	yes
SBK3	-2.2774	5.0190	59.7719	4.06e-13	2.25e-11	down	yes
OR5B21	-2.2501	0.8861	23.8070	1.22e-04	6.73e-04	down	yes
H2BC9	-2.2479	8.6456	58.9123	2.84e-04	1.38e-03	down	yes
LOXL4	-2.2465	1003.2848	6049.9649	6.90e-14	4.85e-12	down	yes
ANKRD1	-2.2463	38.1076	393.1053	7.08e-09	1.38e-07	down	yes
TGIF2-RAB5IF	-2.2437	7.9114	57.4737	4.31e-07	5.01e-06	down	yes
XCL1	-2.2414	8.4873	75.0526	1.19e-04	6.59e-04	down	yes
SALL1	-2.2311	2.5063	28.6316	1.44e-06	1.44e-05	down	yes
H2AC15	-2.2061	13.0949	116.7368	3.74e-11	1.27e-09	down	yes
IL1RN	-2.2058	61.1646	552.7018	6.06e-08	9.00e-07	down	yes
RGS16	-2.1830	910.2342	12537.4035	4.73e-16	5.37e-14	down	yes
H3C14	-2.1819	13.5759	97.3333	2.12e-03	7.61e-03	down	yes
PTPRN	-2.1793	4.7342	74.7368	6.82e-10	1.71e-08	down	yes
ATF3	-2.1645	1186.4873	10822.6140	2.84e-11	9.86e-10	down	yes
TNFAIP6	-2.1635	3526.1835	21673.9123	5.76e-14	4.16e-12	down	yes
LIF	-2.1606	411.2089	1709.5088	1.44e-12	6.75e-11	down	yes
GATA6	-2.1500	91.9430	662.0526	1.93e-20	5.97e-18	down	yes
SOX17	-2.1421	30.7722	983.7368	9.11e-05	5.23e-04	down	yes
KCNJ2	-2.1341	793.7089	26395.2456	6.16e-07	6.85e-06	down	yes
GNLY	-2.1261	51.0380	699.8947	2.59e-06	2.41e-05	down	yes
IL7R	-2.1132	279.1772	3409.0702	1.67e-18	3.07e-16	down	yes
H2BC6	-2.1094	26.6266	213.4912	2.52e-07	3.16e-06	down	yes
RASD2	-2.1003	12.2278	107.8070	2.51e-14	1.94e-12	down	yes
RPS18	-2.0956	826.8924	5382.0877	1.99e-08	3.46e-07	down	yes
KDM6B	-2.0899	754.5253	8829.9825	8.57e-19	1.69e-16	down	yes
MT1H	-2.0764	149.5696	943.5263	6.61e-04	2.83e-03	down	yes
SERPINB7	-2.0746	4.2848	8.2456	7.10e-04	3.01e-03	down	yes
PRRG3	-2.0600	887.4177	16648.4211	8.06e-07	8.64e-06	down	yes
MT1M	-2.0512	1181.3797	9425.5789	2.02e-10	5.82e-09	down	yes
TUBB	-2.0268	821.8987	4449.4035	7.46e-07	8.07e-06	down	yes
TMEM132A	-2.0206	181.2278	722.0351	4.34e-23	2.45e-20	down	yes
CCL5	-2.0176	354.5443	3776.5965	3.11e-08	5.11e-07	down	yes
